0034-anti-human-CD3 0048-anti-human-CD45 0072-anti-human-CD4 0100-anti-human-CD20 0052-anti-human-CD33 0064-anti-human-CD123 0081-anti-human-CD14 0136-anti-human-IgM 0159-anti-human-HLADR 0066-anti-human-CD7
IGHV4-59 0 0.0015877545237699 0.000328086323994496 0.00182443706832636 0 0 0 0.00110720483884869 0.000634806982725159 0
FTH1 -3.71501729381103 -1.79819436750679 -1.44799394282608 -0.352848472018773 0 0 -0.105999945109497 0 -2.03488842553214 -3.42216994084986
HLA-DPA1 0.00206990077671366 0.000219988573036509 0 0 0 0 0 0 0.00237403750659628 0
LST1 0.00355872458370494 0 0 0 0.00267849059636023 0 0 0 0 0
AIF1 -0.00698279326065877 0 -1.32535964885377e-05 -0.00101456720002949 0 0 0 -0.00136015013696268 0 -0.00785204335406226
SAT1 0 0 0 0 0.00309128801414391 2.26572800338429e-05 0 0 0 -1.04468261678781e-05
TYROBP 0 0 0 0 0 0 0 0 0 0.0056553273092975
SERPINA1 0 0 0 0 0 0 0 0 0 -0.00224871792692999
CTSS 0 0 0 0 0.00360206276349276 0 0 0 0 0
TYMP 0 0 0 0 0.0044247132832711 0 0 0 0 0
SPI1 0 0 0 0 0 0 0 0 0 -3.421569316616e-06
MAL 0 -0.00147652745006938 0 0 0 -4.95993036032366e-05 0 0 0 0
LDHB 0.000669909284203168 0 0 0 0 0 0 0 0 0
LEF1 0 0 0 0 0 0 0 0 0 0
LTB 0 0 0 0 0 0 -0.000146297364321356 0 0 0
IL7R -0.00192091734611972 -0.000335254779888781 0 0 0 0 0 0 -1.85107510385541e-07 0
NOSIP 0.0031705676175693 0 0 0 -0.00062911431136827 -0.000148929205019268 0 0 0 0
CD40LG 0.00213353558151824 0 0.0160545957879083 0 0 0 0 0 0 -0.0043066685416451
INPP4B 0 0 -0.00568750585606544 0 0 0 0 0 0 0
CD4 0.00400064799183667 0 0.0486831944246769 0 0 0 0 0 0 -0.00370350202579611
TCF7 0 0 0 0 0 0 0 0 0 0
TRAT1 0.0056329790329733 0 0.00265714301724258 0 0 0 0 0 0 0.00408175332348866
CCR7 0 0 0 0 0 0 0 0 0 0
AQP3 -0.00188494419401777 0 0 0 0 0 0 0 0 0
FHIT 0.0102826002224756 -0.00280013671973985 0.00469215300822388 0 -0.00372961894700234 -0.000678439350732183 -0.00251463926921648 0 -0.000401999540994829 0.0125367488395489
LDLRAP1 -0.00240856579751724 0 -0.0129641771742007 0 0 0 -0.000865772172575279 0 -0.000756423067067766 0
CD8B -3.56275954809289e-07 0.00100828492895711 -0.0221921999918295 0 0 0 0 0 0 0.00101143253047738
CD8A 0.000681524681830518 0 -0.00439970788415532 -6.61789408794034e-05 -8.1598586618273e-05 0 0 0 0 0.00495498272305337
CCL5 0.000734700970515457 0 0.00235007838024716 0 0 0 0 0 0 0
GZMK 0 0.00111898779110401 0 0 0 0 0 0 0.00110364913632495 0.000560819967268651
CST7 0 0 0 0 0 0 0 0 0 0
NKG7 0 0 0 0 0 0 0 0 0 0.000410142391715424
CTSW 0 0 3.20619380569488e-05 0 0 0 0 0 0 0
DUSP2 0 0 0 0 0 0 0 0 0 0
TRAV1-2 0 0 -0.007679122039477 -0.000438918896892913 -0.000644166792654913 0 0 0 0 0
KLRG1 0.00489312868298057 0 0 0 0 0 0 0 0 0
GZMA 0.00244091644177291 0 0 0 0 0 0 0 0 0
NCR3 0 0 -0.0233917343861653 0 0 0 0 0 0 0.00333852058505733
LYAR 0.00288025659604571 0 0 0 0 0 0 0 0 0
GZMH 0.00672026198427734 0 0 0 0 0 0 0 -0.000146319223360343 -0.0034977802764558
KLRB1 0.00255088131242941 0 0.0010447401586015 0 0 0 0 0 0 0
GNLY 0 0 0.00133883567912796 0 0.00032663052627726 0 0 0 0 1.12189410782851e-05
GZMB 0 0 0 0 0 0 0 0 0 0
SPON2 0 0 0 0 0 0 0 0 0 0
PRF1 -0.00289647248827277 0 -0.00369007973834369 0 0 0 0 0 0 0
CLIC3 -0.00406852957301709 0 -0.00122787325603783 0 0 0 0 0 0 0
MYOM2 0 0 0.00155898187149967 0 0.000382508694338896 0 0 0 0 0
FGFBP2 -0.00163530242383497 -0.000394915213962403 -0.00345670245059849 0 0 0 0 0 0 -0.000723603970550932
CCL4 0 0 -0.00221479220917919 0 0 0 0 0 0 0
FCGR3A -0.000195027715335588 0 -0.00210892297123104 0 -0.00471960538461261 0 -0.00193810048766988 0 -0.000443404149468065 0
KLRD1 -0.00990657746295191 -0.000666446802417278 -0.00335761322395746 0 0 0 0 0 0 0.00168368453883097
HOPX -0.00985167879184999 0 0 0 0 0 0 0 0 0
SH2D1B 0.000340279299916207 -0.00181380066689496 0 0 0 0 0 0 0 -1.72255791776534e-05
CD79A -0.00492453867071634 0 -0.00843118774868499 0.0060811815921935 -0.00130067339085627 0 0 0.000875694421099595 5.65295066082955e-05 -0.00434038846965981
MS4A1 -0.0030222436172038 0 -0.00252468412136451 0.0151531008025147 0 0 0 0.00185129782904951 0.00476836607906997 -0.00326913546321506
TCL1A -0.00441974142060534 -0.00139578983680334 -0.00297175933248894 -0.000240665338206688 -0.0019743720816783 0 -0.000577210847030837 0 0.00268325875168201 -0.00515145097576887
HLA-DQB1 -0.00207769539314689 0 -0.00121186652593177 0.00180555852642201 0 0 0 0 0.00596035347524431 -0.00203303210146557
HLA-DQA1 -0.00318063549797898 0 -0.000800482127343554 0.00386396623594286 0.000277320580675293 0 0 0 0.00895906310991886 -0.00276106443867929
IGHM -0.0014162690593042 0 -0.000484426747951859 0.00507076857866746 0.000308590638868863 0 0 0.012649090888023 0.00196135045743533 0
HLA-DPB1 0.000621538663907882 0.0018407811420795 0 0 0.00100831724429146 0 0.000957235736442336 0 0.00210916991567096 -0.00162829986354008
CD79B 0 0 7.32697449877779e-05 0 -0.00049181975106889 0 -0.000104967323855642 0.00112553255450078 0 -0.00130881908050773
LINC00926 -0.00324783093250977 0 -0.00247888397340279 0.00498420338413431 0 0 0 0 0.00327247787861034 -0.0051891185604146
BANK1 -0.00871714300144545 -0.000158522883205627 -0.00860634096926719 0.00755856921800415 -0.00487593785539847 0 0 0.00332271591440393 0 -0.00767828947815436
HLA-DRB5 0 0 0 0 0.00109412386012983 0 0 0 0.00137586330623192 0
FCRLA -0.00135180744814857 0 -0.00186195691035014 0.0011284547660915 -0.00393588928148351 0 0 0.0190896071402874 0 -0.000820363168263885
JCHAIN -0.00395840510308033 0 0 0.00691551367135234 -0.000108431154821777 0.00253776773538707 0 0 0 -0.00362884872345832
FAM129C -0.00268127420273164 0 0 0.000672538447212851 0 0 0 0.00868375279785436 0.00195880104281582 -0.00441801052537644
RALGPS2 -0.000584829103417619 0.000139655554507054 -0.000321116508265157 0.00537314648063907 0 0 0 0.00634588548606516 0.000618637317558842 -0.000332457977828779
CLEC10A -0.00981244154361619 -0.00911300309131142 0 -0.00401110046399018 0.0310365523497632 0 0 -0.00928529546919976 0.0130673247017038 -0.0104605932917865
LILRA4 -0.00218080480341795 0 0.00494261080395543 0 -0.00450525303980936 0.0226023575429821 0.00127737911968014 0.00444213047491319 0.0146129722644912 -0.00514442887821198
PLD4 -0.00823316511918803 0 0 -0.00168051975131407 -0.00897687408567592 0 -0.00981255395473352 0 0 -0.00692454833719529
GRN 0 0 0 0 0.00606176186796018 0 0.0044094085026219 0 0 0
NCAM1 -0.00897425027528776 -0.000630765683331587 -0.0105760829134834 0 0 0 0 0 0 0
CD3E 0 -0.000712705875858925 0 -0.0007834773877744 0 0 -0.000424879087640811 0 -0.00202402186343177 -0.00380669878730084
CD19 -0.00298676098420719 0 -0.000425898132943931 0.00647342718220389 0 0 0 0 0.0040615017188652 -0.00364243335531212
CD14 0 0 -0.00261236802707858 0 0 0 0 0 0 0
ITGAX -0.0109806701038872 0 -0.0109024188771943 0 0 0 0 0 0 0
NECTIN2 -0.0058645487430455 0 0 0.0100228894534035 0.0557999838764532 0.00659445937164246 0.016402024489886 0 0 0.0176579501058081
ITGAL 0 0 0 0 0 0 0 0 0 0
IL3RA 0.000923892607827206 0 -0.00189823054036963 0 0.00549197758955419 0.0222755794124283 0 0 0.00474801325657154 0
FUT4 0 0 0.0078220747045685 0 0.00703614978326096 0 0 0 0 -0.0178438654480493
PVR 0 0.000771356441350286 0 0.00070041538267849 0.00628237100028239 0 0 0 0 0.00469456903492641
KIR3DL1 0.00163024411447909 0 0.000666453457180885 0 0.00152338304296758 0 0 0 0 0.000953381567070516
CD163 0 0.001435345164005 0 0.00450899809475415 0 0 0.00459049232856536 0 0 0
SIGLEC1 0 0.0118208445146216 0.0112443781059286 0.00142671800648127 0.0750751350461406 0 0.0748763243015164 0 0.00901970855035737 0
ITGB2 -0.0152978153299997 -0.00477012145134731 -0.0162877991173598 0 0 0 0 0 0 -0.00608692821177374
CCR3 -0.0259906413190762 0 -0.00908689637521296 0 0 0 0 0 0 0.0247540162191815
CCR4 -0.00329925676893816 -0.00119509174738508 -0.0138770068006887 0 -0.00115317511492775 0 0 0 0 0.00284179819515124
CCR6 -0.0082322675774277 0 0 0 -0.00271835403676161 0 -0.000304602137374122 0 0 -0.00464603278570653
CD1C -0.00658653025056958 0 0 0.00268610007855737 0.00144007432216034 0 0 0.0389833178548633 0 0
CD2 0 0 3.51903277014598e-05 0 0 0 0 0 0 -0.010960970720462
CR2 -0.00794334942569631 -0.00032868616154102 -0.00136403395178663 0 0 0 0 0 0 0
CD22 -0.00120020867578666 0 -0.00139633229598743 0.00649613286669594 0 0 0 0.000768034979544855 0.00730068835142946 -0.00272386513497721
CD226 0 -0.000124826562735909 -0.00010885461598906 0 0.00033364092017518 0 0 0 0 0
CD244 0 0 -0.00477265606788922 0 0 0 0 0 0 0.0139915681262846
IL2RA -0.0006464553163577 0 0.000616890331144697 0 0.0015266462613899 0 0 0 0 0
TNFRSF13C -0.0073458264866803 0 -0.006921114859356 0.00361065880924399 0 0 0 0 0.00296472742475301 -0.00699172973059652
CD27 0.00499548089315525 0 0 0 0 0 0 0 0 0.00557793783535819
ICOS 0.00610061758882688 0.00248652563189816 0.00347138636264117 0 0.00330193579828172 0 0 0 0 0
PDCD1 0.00537148276262711 0.00247930077611001 0.00550222767704125 0 0 0 0 0 0.00028640475730989 -0.00227502567599118
ITGB1 -0.0119218601422916 -0.000269584348252042 -0.00525766598987852 0 0 0 0 0 0 -0.0184139644387338
LAIR1 0 0 0.00736065482208327 0 1.674759479333e-05 0 0 0 0 0.00421504872603302
PECAM1 0.00298622094929527 0 -0.00162705210523772 -0.000983279003564972 -8.80882724740962e-06 0 0 0 0 0
KLRK1 0.00374303666438137 0.00186062937832478 -0.00721108360664263 0 0 0 0 0 0 0.00234858996983862
FCGR2A -0.00657626220527191 0 0 0 0 0 0 0 0 -0.00794005051673668
SIGLEC7 0 0 -0.00258407479445876 0 0.00229503515035061 0 0 0 0 -0.000362259450348529
CD33 -0.00784726363573347 0 0 0 0.00618754433576846 0 0 0 0 0
NCR1 -0.0065341970378069 -0.00161252266030113 -0.00971086261838689 0 0 0 0 0 0 0
CR1 0 0 0 0.00110822337620073 0.0153073670238003 0 0.00741090835212908 0 0 0
CD36 0 0 0 0 0 0 0.00056851005945262 0 0 0
HAVCR2 0 0 2.63658049224884e-05 0 0 0 0 0 0 -0.00284820589522367
CD38 0.00730286832392285 -0.00244492430790732 0.00612340076820332 0 0 0 0 0 0 0
ENTPD1 0.00184954012756324 0.00698822529543835 0 0.0038200124150996 0.00888013080682785 0.000969607137107257 0.0121259799374844 0 0.00720547009828994 0
ITGA2B 0.0187658045403099 0.00255935382966491 0.00669412032965594 0.00523382154030756 0.00973404762264644 0.012997012425284 0.00538789203415102 0 0.010344014231813 0.00117153117059188
PTPRC 0.405988034900862 0 0 0 0 0 0 0 0 0
CD47 7.61941297634129e-05 0 0 0 -0.00871966524081453 0 -0.00574597700709118 0 0 0
ITGA2 0 0 0 0.00030775132395285 0 0 0 0 0.0122882630699052 0.00676202090857637
ITGA4 0 0 8.39697191557196e-05 -0.00107760274692863 -0.000338632316630642 0 0 0 -0.000425342686618262 0
ITGA6 0.000369876559837496 0 0.00421343655504449 -0.000159894124101197 -0.00138069329031504 0 0 0 0 0.00611136228233262
CD5 0.00448982498889154 0 0.0114936508938935 0 0 0 0 0 0 0
CD52 -3.13060493862359 -2.00253984369393 -1.39727449983004 -1.5145565605295 -2.27029598234894 -0.120208527282062 -1.38194599747758 0 -2.38481422014277 -4.04816233085751
ICAM1 -0.00292854920123228 0 -0.000164856116094329 0 0.00280969218568403 0 0.00207726966547108 0 0 0.00177554899352978
B3GAT1 -0.00442734476029365 0 0 0 0.00046682887418716 0 0 0 0 -0.00711894508091432
SELL -0.000896522821852903 -0.000496319690539699 0 -0.00104154759646338 0 0 0 0 -0.00298682144914272 0
SELP -0.0081899969745249 0 0 0 0 0 0 0 0 0
FCGR1A -0.0251121377992884 0 0 0 0 0 0.0215540365474555 0 0 0
CD69 -0.00576911068861048 0 0 0 0 0 0 0 0 0
CD7 -0.000911509419959474 0 0 0 -3.43134154110696e-05 -0.000523524378516395 -0.000500191100689107 0 0 0.00601461660893072
TFRC -0.00387663817104217 0 -0.00389339777721178 0 0 0 0 0 0 -0.00247506380586081
NT5E -0.0143391530159221 0 -0.025815565151385 0 0 0 0 -0.00103135792359885 0 0
FAS 0 0.00122593005589983 -0.00427420808365449 0.0011540248963772 0.00127306018931935 0 0 0 0.00216565258485685 0
CD96 0 0 0 0 -0.00370893254259173 0 -1.26860530462146e-05 0 0 0
CLEC12A -0.020401708477615 0 -0.00294800293183367 0 0 0 0 0 0 -0.0249233410778911
IGHD -0.000125895183655572 0 0 0 0.000762555559472173 0 0 0.00435054124725039 0.00142854148016046 0
TRDV2 0.0217809221572514 0.00689555296291703 0.0113287477047127 0.00025627438371909 0.000501611852091321 0 0.00115244938685132 0 9.42917625353528e-05 0.0165419255602921
TRAC 0.0162009936463939 0.00219865575341745 0.00560533274668868 0 0 0 0 0 0 0
TIGIT 0.00072300532930364 0.00144738665922771 -0.000955701344915263 0.00100216754105626 0.000748845535332439 0 0 0 0.0027963490720873 0.00134486627748381
CXCR3 -0.00071044772930262 0.00121142832821253 0.00537306513664255 0.00167915746842409 0 0 0.000821663566287999 0 0.00264561998809731 0
CXCR5 -0.000960347675514187 0.00154379676974529 -0.000771681004904715 0.00350259175859435 0 0 0 0 0.00237555224056709 0
CD24 -0.0024269939088598 0.00132328565440084 -0.00245823138585045 0.00728059151601862 0 0 0.00315285038468693 0 0 -0.00202980275524426
THBD 0.447706897133399 0.512828994291269 0.65118979804121 0.523078818706988 1.5598461571023 0.655531867458827 0.93195812491995 0 0.592265946884359 0
FCGR2B -0.00443114220170706 0 -0.00220671273299133 0 0 0 0 0 0 -0.00331117435714506
TRBC1 -0.000657064214778199 0 0.00362070714195516 0 0 0 0 0 0 0
TRBC2 -0.000915160871910576 -0.00156317836484464 0.0090202077046964 -0.000162242095068746 -0.00156589368379079 -0.000218504243974077 0 0 -0.00293276499770579 0
CD3D 0 0 4.96695185895212e-06 0 -0.000324187549826029 0 0 0 0 0
CD3G 0 0 0.00586301713490636 -0.000258554016470378 -0.00258666992949282 0 0 0 0 -0.000107669201024939
FCER1A 0 0 0 0 0.0331048691402542 0.0251530030117621 0 0 0.00192742561691553 0
FCER1G -0.00688658789665636 -0.000590710605202588 -0.00406506775527587 -0.00198026995235899 0 0 0 0 -0.00204343434338628 -0.00561111390465548
VEGFA 0.0746178178705425 0.0300284919911985 0.00648882530495106 0.0426735420516593 0.0818487271175536 0.0532053374112159 0.0800032746037529 0 0.0191164862643471 0
VEGFB -0.00017192818322237 0 -0.00970816474047565 0 -0.003743771033012 0 0 0 0 0.00193253390975178
