0032-anti-human-CD154 0072-anti-human-CD4 0047-anti-human-CD56 0034-anti-human-CD3 0050-anti-human-CD19 0081-anti-human-CD14 0046-anti-human-CD8 0083-anti-human-CD16 0390-anti-human-CD127
FCN1 0 -0.147629201480965 0 -0.000230350684698795 -0.049903856743044 0 0 0 0
S100A9 0 0 0 0.00833760519821313 0.0145255693897314 0.00026223172479241 0 0 0
CXCL8 0 0.137570431406947 0 0 -0.0177106760677855 0 0 0 0
AC245014.3 0 -0.369595152929449 0.228321890422128 -0.228121437370045 -0.075400228349493 0 0.20544372956529 -0.226307542942362 0
NFKBIA 0 0.556310605835238 0 0.176066748730214 0.23009452270165 0 -0.211732342913601 0 0
DUSP1 0 -0.117532842000678 0 -0.0156281553690356 0 0 0 0 0
S100A8 0.0459994526181356 0.0771168309981933 9.05486602098887e-05 0.103137022386652 0.112159611239207 0.0539232043246341 0.0538209730549149 0.0201346428361851 0.0250001739788839
AC007952.4 0 -0.312306432743033 0.0240235525237982 0.131513454364156 -0.0658465479964005 0 0.12190501395201 -0.00902118068474155 0
CST3 0 0.0873974505146766 0 0.188858413970404 0.0773955975827897 0.0283833617185749 0.0696626200575097 0.0359147015584499 0
SRGN 0 0.154497673918158 0 0.128326229550804 0 0 0 0 0
CCL3L1 0 0.243406845381064 0.111029679347703 0.392101679400334 0 0.422881120131937 0.0240775161328885 0 0.107090761137621
CCL3 0 0.075247936915253 0 -0.0487969952172075 0.0151523650711388 0 -0.0287612640525544 0.193301521494292 0
HLA-DRA 0 0 0 0.0149545558114353 0.185280343891853 0.0105519065305376 0 0 0
KLF6 0 0.230545952337823 0 0 0 0 -0.0336330809417317 0 0.0377182118476893
CCL4L2 0 -0.16891540317598 0 -0.0539612693542599 -0.0639757192421771 -0.0148377290883405 -0.0434565210096952 0 0
HLA-DRB5 0 -0.0150967361943877 0 0 -0.0205640362534175 0 0.00731346368384241 0 -0.00119909703901018
NEAT1 0 0 0 0 -0.0395075329187048 0 -0.0139588584073716 0 0
HLA-DPA1 0 0 0 -0.0647347915804363 0 0 0 0 0
CCL4 0 -0.226665423975603 0 -0.000186780541635714 -0.00476644703004052 0 0.114802170580574 0.0796551797479197 0
HLA-DPB1 0 -0.112093281138913 0 0 -0.0524542036496945 0 0.0618821938429273 -0.0348347044041916 -0.0145297614480466
IGHD 0 0.305501259524968 0 0 0 0 0 0 0
TCL1A 0 -0.102071641243126 0 0 -0.0889125567063638 0 0.032623398697955 0 0
IGLC3 0 0 0 -0.0652975091784457 -0.133316462917047 0.0162435982109902 -0.0197781609717158 -0.0533233936969268 0
LINC00926 0 0.0968675349560948 0 0 -0.285340265271593 0 -0.00700751502419697 0 0
IGLC2 0 -0.0714498043394001 0 -0.0395295243180106 0.215589704914002 0 -0.0347637672122068 0 0
MS4A1 0 0.211815323508544 0 0.219544620414031 0.425107241273839 0 0 0 0
MEF2C 0 -0.313062610787712 0 -0.296925520665137 0.47057014848651 0 -0.0635464822337933 0 0
IGHM 0 0.184120551174403 0 0 0.0432218040541482 0 0 0 0
CD79A 0 0 0 0.0846478646197826 0.160479192874334 0 0.0412070547871868 0 0
CD79B 0 0 0 0 0.218256691660884 0 0 0.144601144988102 0
CD37 0 -0.0326162344132033 0 -0.145452342718765 -0.0141937250580183 0 -0.0208344011432238 0 0
CXCR4 0 -0.0435126599486602 0 0.0734458677112867 0 0.000348669817581654 0.0629897124295655 0 0.0379443945446165
CD74 0 0.0030539483286695 0 -0.020750612629189 0 0 0 0 0
LAPTM5 -0.0941514728996761 -0.0392151037922014 0 -0.01836914858404 -0.00276045273096013 -0.0618145277066066 0 -0.231854482958657 -0.182504000401303
RPS11 0 -0.0626053787950173 0 0 -0.244580564717354 0 -0.0311938980237777 0 0
BTG1 0 0.453796448592539 0 0.26261224347269 0 0 0 0.150804949887264 0
IGKC 0.120106078399305 0 0.0401332795676304 0.0346246402049684 0.543696438570602 0.0534275932991291 0 0 0
RPL18A 0 0 0 0 -0.00387530714916925 0 0 0 0
RPL8 0 -0.192590845984027 0 -0.0486804003877572 -0.0768884564358959 0 0 0 0
RACK1 0 -0.0116438911104437 0 0 0 0 0 0 0
RPL7A 0 -0.0142294046713306 0 0 0 0 0 0 0
RPS23 0 0 0 0 0 0 0 0 0
RPS5 0 0 0 0 0 0 0 0 0
RPL15 0 -1.14441823561687 0 -0.667791287140816 -0.836676522854502 0 0 0 0
RPS17 0.204467224630954 0.0325216440440398 0 0.206255629354269 0.0731732025186094 0.204134051005369 0.0501819358282218 0.273963985876329 0.261258272890522
RPL29 0 0 0 0 0 0 0 0 0
RPL37A 0 0 0 0 0 0 0 0 0
RPSA 0 0.0466831122630619 0 0 0.206857849285501 0 0 0 0
RPL10A 0 0 0 0 0 0 0 0 0
KLRF1 0 0.247537617954131 0.0658689634398036 -0.124709925804231 -0.0377262794912795 0 -0.277041708174257 0.305651034132777 0
TRDC 0 -0.0749551533560191 0.187319490128458 -0.236955700672322 -0.0268467415266932 0 -0.122196890340471 0.180741744415948 0
CLIC3 0 -0.21317235864696 0 -0.154615484000014 -0.0969994045378973 0 0 -0.054674375081684 0
CD247 0 0.44309387241619 0 0 0.0182008676741505 0 -0.132931093372486 0.0310556716645125 0
GNLY 0 0.0330562374835618 0.0714687467061191 0 0 0 -0.0342163959559518 0.0843787874642352 0
SPON2 0 0.0833632772858077 0 0.0288482678508546 0.0319264536723582 0 0 0.189915308231625 0
PTGDS 0.0391851889786228 0 0 0.0655118255708828 -0.0171365763542418 0.0906330890061876 0.170635329219063 0.0309368784770131 0.0156208004532232
PRF1 0 -0.0853609102739855 0 0 0.0361410812213988 0 0.0116666341795649 0 0
CTSW 0 -0.310092696486885 0 -0.000100293372147482 0.00603236000107401 0 0.241485157114621 -0.0177357086778896 0
CST7 0 0 0 0.0102402916806821 0 0 0 0 0
GZMB 0 0.132912898433318 0 0.0167186647434466 0.0494535088307253 0 0 0.204267875849216 0
IFITM2 0 0 0 0 0.126087615691441 0 0 0.0547013335454184 0
FGFBP2 0 0.0304336505536893 0 0 0 0 -1.13047738858197e-05 -0.0291626460675285 0
UBB 0 0 0 0.053845791258648 0.0214528417721355 0 0 -0.000206730704133012 0
KLRD1 0 -0.174239887326266 0 -0.0734471072468257 0 0 0.124947719520618 -0.0587661087672227 0
SERF2 0 -0.00285191941975565 0 -0.199258750238963 0 0 -0.0896634518539487 0 0
ARPC2 0 -0.809463916034188 0 0 0 0 0.111192376001667 0 0
HBA1 0 0.0441015270488355 0.136664016542721 0.0415036820056657 0.00123577076574124 0 0.0114707378048631 0.0928820628713729 0
CD7 0 0 0 0 -0.0430162796405797 0 0 0 0
ID2 0 -0.0959868307607679 0.055178879167809 0 -0.0171578853578979 0 0.0685495139113477 0 0
HLA-C -0.00376210593953235 0 -0.0508483840369195 0 0 0 0 0 0
GZMA 0 0.116190295754421 0 0 0 0 -0.0320430658350265 -0.000226077854778552 0
CFL1 -0.0315796944169224 0.729474523225673 -0.00253044085496224 -0.0203164142971063 -0.330249182029874 -0.0346860774431451 -0.369020191981844 0 0
MYL12A 0 0.0987897574015185 0 0.278116057255558 -0.0744779535805173 0 0 0 0
HLA-E 0 -0.339659154292931 0 -0.0830433755572782 -0.0680529409371786 0 0 0 0
B2M 0 0.019502260910139 0 0 0.181902022481421 0 0 0 0
C1orf56 0 0.0273481249510015 0 0 0.112940181782002 0 -0.0520353063731088 -0.090971487073316 0
STMN1 0 0 0 0.0235809939169753 -0.0562712048509943 0 0 -8.05691919137773e-05 0
TUBA1B 0 -0.0406003248564533 0 -0.156367559406226 0.00481195394128376 -0.0031630382988848 -0.0586088341591573 0.0242416236661565 0
LYPD2 0 -0.0570383186893456 0 -0.0571987882006222 -0.00256726036696111 -0.0953808194807634 0 0.0942161244062816 0
LST1 0 0.0245810874196423 0 0 0 0.00111497382373365 0 0.0949743472464567 0
CEBPB 0 0 0 0.302766687349957 0.29780465017953 0.0528263240657492 0 0.30845974071295 0
SERPINA1 0 -0.0350539506437359 0 0 0 0 0 0.0789206528757129 0
IFITM3 0 -0.0599185000038287 0 -0.0572068090251302 0.0498313550174512 0 0 0 0
PSAP 0 0 0 0 0 0 0 0 0
FCER1G 0 -0.00302699869166939 0 0 -0.00634468083218016 -0.00302410222084835 0 -0.0195042853690496 0
AIF1 0 0 0 0.0369909100209422 0.00185039776121836 0 0.0418298036122961 0.0508316697134377 0
S100A11 0 -0.0663469598260603 0 -0.0850521115313959 -0.178036139443299 -0.0050818816664045 0 0 0
MS4A7 0 0 0 0 -0.297551193349893 -0.0838128518123492 0 0.212508969256665 0
SPI1 0 -0.0272864649323022 0 -0.162605532658078 0.145137861248325 0 0 0 0
COTL1 0.00451231752597898 -0.0241169808867834 0 0.0264067568689311 0.049135004587618 0.0302130791236343 0.0676068405133329 0 0
IFI30 0 -0.0140148770827447 0 -0.0422933505777031 0.170706971445751 0 0 0.068561263811993 0
NAP1L1 0.0805633381556482 0.714225777407194 0.0601128357279641 0.71775513989594 0.494651984144814 0 0.161278323374352 0.144888593260985 0.164756978256061
TIMP1 0 0.0144385379720599 -0.000201918271888105 -0.207624801878596 -0.151106732235188 -0.0196039361919418 -0.0726423417965042 0 0
ARPC1B 0 0.0576164143881774 0 0 0.246674464303885 0.130511194179818 0 0.0464602723955066 0.0233643671841658
OAZ1 0 0 0 0 -0.187463363510492 0 0 0 0
SAT1 0 0 0 0 4.15012193219016e-05 0 0.0512169740757523 0 0
FCGR3A 0 -0.00654330424624032 0 0 -0.012335352038215 -0.00392662178608801 0 0.205874707891716 0
EMP3 0 0 0 0 -0.0883560966860515 0 0 0 0.072486640867551
FTH1 0 0 0 0 0 0 0 0 0
NPC2 0 0 0 -0.122412708279881 -0.243085770266577 0 -0.177945846059969 0 0
STXBP2 0 0.0154702759195509 0 0 -0.0622281699466154 0 0 0.199877934004955 0
FTL 0 0.00283203676286188 0 0 -0.226769897477184 0 0 0 0
S100A4 0 0.0127069228672695 0 0 0.00775562534850794 0 0 0 0
S100A6 0 0 0 0.0391957126133731 0.0402770583218452 0 0 0 0
CYBA 0 -0.111366174444491 0 -0.306065487639531 0 0 0 0 0
LGALS1 0 -0.0753313201572138 0 -0.0909936020190177 -0.00869137518343284 0 0 0 -0.0290447244586788
TMSB4X 0 0 0 0 0 0 0 0 0
CD4 0 -0.0120335420495217 -0.000190015407427899 0 -0.0179910981423739 0 -0.178860505321799 -0.129880307150646 0
NCAM1 0 -0.280397847229434 1.16727350113127 -0.348570522966215 -0.105253319961709 -0.0019664996870006 -0.131947848624614 0.100812290729166 -0.0992085022858438
CD3E 0 0 0 0.0286896558416841 0 0 0 0 0
CD19 0 0.154458881604399 0 0 0.63274860132152 0 -0.238614707014588 0 0
CD14 0 -0.15492042330952 0 0 -0.475954415709109 0 0 -0.159371835351023 0
ITGAX 0 -0.0783963349057104 0 -0.278427260839827 0 0 -0.104682976960106 0.134683465821458 -0.0257913843131383
IL7R 0 -0.0288403743850245 0 -0.0373365764998494 -0.0245707149771947 0 0.0187910690570176 0 0.0680636808113516
NECTIN2 0 0.7321200288114 0.0598083219755557 0.434288686663477 -0.0986805754263259 0 0 0 0.198110713556968
ITGAL 0 0 0 0.0836767232704351 -0.142622961677488 0 0 0.137977411181736 0
IL3RA 0.322868674374045 0.0522901217343863 0.0716356937927512 0.092181337785625 -0.160087850551347 0 0.524888354059431 0.155522927987963 0
FUT4 0 0.0372671708906017 0 -0.0864280071289147 -0.22449226789922 0 0.211281092523471 0.0747584945398181 -0.177459588375057
PVR 0 0.234910303583837 0 0.0299821841843944 -0.437907631200807 0 0 0.299137331159806 0
KIR3DL1 0 0.00198113179150401 -0.007627231009647 0.0186961379698283 -0.030706723622631 0 0.0461318173234674 0.0497779672878154 0.000906461424233455
CD163 0 -0.149984225722107 0 -0.134062343687549 -0.467682320910937 -0.0622162198932601 0 -0.0278707672153152 0
SIGLEC1 4.85576907611054 0.532338108043158 3.20916278043011 1.02216707500319 2.81578207426063 3.67993990462883 2.22268816724997 4.33115004552872 4.00356757711318
CCR3 0 0.345186413691561 0 0.0861410149527547 -0.963154622162432 0 0 -0.0174102647470811 0
CCR4 0 -0.550912172301788 0 -0.179375674849886 -0.0600319035431574 -0.112048647128715 0.377392480404429 -0.0623171994236558 -0.205510379941539
CCR6 0 -0.0787879647380708 -0.00896481399551033 -0.227118483264632 -0.102377166879872 -0.0209867330284917 0 -0.0504395081491706 0.0592001311334063
CD1C 0 -0.0148864439922256 0 -0.178347265619502 0.0333785844047559 0 0 -0.202185854509669 -0.00200889226125035
CD2 0 0.331434661735087 0 0 -0.089145578567373 0 -0.286355171384199 -0.0572473501151131 0
CR2 0 -0.706454276731737 -0.0983898785320791 -0.381505613727238 0.266899924571198 -0.0824504156526736 0.10538515784171 -0.426576063407598 0
CD22 0 -0.668999119100535 0 -0.524948069065018 -1.27444691707719 0 0 -0.0039510054637519 0
CD226 0 -0.0590888546661777 0 0 -0.00161269706907331 -0.000225401712584558 0.133414799029287 -0.0881557706345107 0
CD244 0 0.19906743792524 0 0 0.0187658688963517 0 0 0.126264587803579 -0.00724265742092686
IL2RA 0 0.201210217388939 0 0 0.0487121932702599 0 0.0400757783751843 -0.0794473109609148 0
TNFRSF13C 0 -0.38753371478028 0 0 0.172038887753648 0 0 -0.075413994503816 0
CD27 0 -0.103067176225908 0 -0.0591516646952234 -0.0505123177558108 0 0 -0.00307563863368041 0
ICOS 0 0.0124096389332912 0 0.155130422666339 0 0 0 0 0
PDCD1 0 0.253033305880246 -0.0201936476497346 0.102638505346375 0.0116546397164976 0 -0.0603864007682668 0.0591572525749629 0
ITGB1 0 0.175183271606851 0 -0.0597410653892939 0.0561803722249385 0 -0.0605013224511957 0 0
LAIR1 0 -0.0311306730179042 0 0.0261182003682824 0 0 0.0954741308170783 0 0
PECAM1 0 -0.0137120517456778 0 0.0810383730025193 0.0567792775858429 0 0.146486252156602 0.00226749369642956 -0.0239870302445059
KLRK1 0 -0.018312107508784 0 0.151756639582197 0.0519851314089362 0 0.079215639240848 0 0
FCGR2A -0.158602102287733 0 0 -0.31457941648474 -0.325207724255013 0 -0.292919269974644 0 -0.218561289997084
SIGLEC7 0 -0.487915257445216 -0.110853060876498 0 0.0795187108058207 -0.00129479910218472 0.175608918233662 -0.354676062596186 -0.017801494682754
CD33 0 -0.277938006268331 0 -0.433734998448305 -0.358138238947639 0 0 0 0
NCR1 0 -0.332145981654676 0 -0.114323516825884 0.00722491092179678 0 0.00528594154307398 -0.0692122013997969 0
NCR3 0 -0.289783990711482 0.236987502534787 0.00999216241764811 0.0205709968050308 0 0.273109630494785 0 0
CR1 0 1.27873456603874 0 0 1.96300055278748 0.00312203981974722 -0.705921388535106 0 0.38646779723636
CD36 0 -0.871617781558378 0 -0.589193467799826 -0.269404458662142 0 0 -0.612394774565984 0
HAVCR2 -0.0759918630410806 0.224729745031851 0 -0.023047618067116 0.0433459231412107 -0.0860858089316202 -0.0148102182954354 0.0659836491178554 0
CD38 0 -0.263088011141514 0 -0.125279445901516 0.00482183982092042 -0.0271719922686436 0 0.170583499558717 -0.0304230592186705
ENTPD1 0.286153874561041 0.134735696663135 0.0185559303665011 0 1.11454039446741 0.689964640878267 0 0 0
ITGA2B 0.170638128821462 -0.0579191771487194 0.10569498688071 0.072136321405174 0.18969941013794 0.104404720126821 0.0657233882139311 0.0245088647613678 0.0246850604637545
PTPRC -0.0344542748277475 -0.286442536236859 -0.00183611767381689 0.138890881928224 0 -0.0557291135223061 0.0886489923027032 0 -0.136716828630185
CD47 0 0.656677886884962 0 -0.381018252524705 -0.205960358509367 -0.0372773930861317 -0.561017438514483 0 -0.115408159513285
ITGA2 0 0.286672014675121 0 -1.73604009430131 2.2304200271667 -0.41413521445584 0 0 0
ITGA4 -0.0306997284111249 -0.037419726947109 -0.106826973221114 -0.0203318545464029 -0.0138136235412079 -0.025143385657645 0 -0.0876258532939817 0
ITGA6 0 0.207965925149312 0 0.0818552213419864 -0.287796873385171 0 -0.0906169760704764 0.0727886340707678 0.125786547497343
CD5 0 0.334662757311635 0 -0.071926467041944 0.000295373905432506 0 -0.0857743895728186 0.0861842105868385 0
ICAM1 0 -0.0167895910260902 0 0 0 0.0588944787326863 0 -0.0482870224888424 0
B3GAT1 0 0 0 -0.352135563087189 -0.123212055744963 0 -0.394242885884951 0 0
SELL 0 -0.067641990247979 0.0281883821102949 0.0971347807136402 0 0 0.0682253845994804 -0.0230398121959362 -0.0390350900133864
SELP 0 0.428044207607626 0 0 -0.435863429518505 0 0.212347409127767 0 0
FCGR1A 0.178481090525551 1.5545341237906 0 0.29811059787366 1.53504749965806 1.51285657971649 0 0 0
CD69 0 0.342796517421182 0 0 -0.0218187935942677 0 -0.28888783707203 -0.0630116146905939 0.0257986662945004
TFRC 0 0.246090535651774 0 -0.0348183447869233 0.168698817575881 0 -0.190897686015267 -0.0144760691495254 0
NT5E 0 -0.624472649919365 0 -0.362385984331121 0.0674473760988384 0 0.34358657353088 -0.116867526835862 0
FAS 0 -0.0309403239998059 0 -0.0219514918073225 0.0407927602017992 -0.0272113924089582 0 0.140526272153096 -0.115438949426711
CD96 0 -0.843623163745209 0 -0.151291689667126 -0.145448506558653 0 0.442406863119968 -0.143926001201713 0.12001224750288
CLEC12A 0 -0.280820228718892 0 -0.323098638468057 -0.138383073041403 0 0 0 -0.0669855333030129
TRDV2 0.0886705157604355 0.361798212197363 0.0950456294456101 0.625742210656658 0.0981100768438403 0.048931384942394 -0.30789432732557 -0.00423795759681284 0.0158018040747445
TIGIT 0 -0.189229089942685 0 0 -0.0437815119906577 0 0.0104331770211626 0.024820469858959 -0.0525647504806169
CCR7 0 0.0579378395114992 0 0 -0.0206491157850853 0 -0.091545740546163 -0.0244851721970696 0
CXCR3 0 -0.169381217818065 0 -0.106064546790781 -0.0361116838463418 0.000539070530582309 0.138152112417131 -0.0330596722142586 0
CXCR5 0 -0.558916888249248 0 -0.266960152084393 0.337887425681953 0 0.0663875038894808 -0.0865286475550514 0
CD24 0.0247058599126595 -0.443255075219796 0 -0.488059410566593 -0.0985469699446237 0.0389940438099259 0 0 0
THBD 0 17.1683984828748 0 4.39582458417912 0 6.52886420014312 0 8.3634924022485 0
FCGR2B 0 0 0 0 0.399377408944736 0 -0.178321031189281 0.233015142766256 0
TRBC1 0 -0.237564316707568 0 -0.200853033494557 -0.00889427712502833 0.0157632558608397 0 0.0454383883233191 0
CD3G 0 0.0499436869181573 -0.034057942816032 0.211726771306481 0 0 0 -0.216563438181917 0
FCER1A -0.0380809092412032 -0.112349588791923 0 -0.0596228057478793 -0.399678012377917 -0.396293947705553 -0.0118551758522076 -0.22470563603473 -0.0706054811007188
VEGFA 3.797197025386 4.47968397692083 2.61521930803993 4.50006148907526 2.89225192624639 4.66611011708903 1.88643044437023 5.25445135374326 2.42997756191007
VEGFB 0 -0.22041224277748 0 0.0421863767995522 -0.0894610836641525 0 0.0163661236394577 -0.108149630399361 0
