0034-anti-human-CD3 0048-anti-human-CD45 0072-anti-human-CD4 0100-anti-human-CD20 0052-anti-human-CD33 0064-anti-human-CD123 0081-anti-human-CD14 0136-anti-human-IgM 0159-anti-human-HLADR 0066-anti-human-CD7
LTB 0.115694334183013 0 0.0976235718423275 0 0.0208534254427013 0 0 0 0 0.112081310767078
IL7R 0 0 0 0 0.0184316444849369 0 0 0 0 0
MAL -0.113884667595611 0 0 0 -0.101230688464433 -0.00631199867786577 0 0 -0.0197363627769537 -0.065634123685395
NOSIP 0.283047513429926 0 0.229534306544613 0 0 0 0 0 0 0.149375638540892
LDHB 0.0932947876907358 0 0.0637730002178045 0 0 0 0 0 0 0.0793189381503207
TCF7 0.19472364887002 0.0277475794654742 0.0214589458905715 0 0 0 0 0 0 0.263623690029518
FLT3LG 0.000176119392741617 0 0 0 -0.117866081595093 0 0 0 0 0.0592176644050706
LEPROTL1 0 0.0446157637780052 0 0 0 0 0 0 0 0
LEF1 0 0 0 0 0 0 0 0 0 0.0705457764792877
SARAF 0 0 0 0 0 0 0 0 0 0
PIK3IP1 0.0954433241478913 0 0 0 0 0 0 0 0 0
ZFP36L2 0 0 0.106157273337359 0 0 0 0 0 0 0
TNFAIP3 0.0245643527199923 0 0.122237942938153 0 0.00045187120929364 0.0482769617618329 0 0 0 0.0124259225702292
JUNB -0.232505872398472 -0.00699249519166405 -0.297067066507001 0 -0.142728613537757 -0.0132749198960801 -0.0210371077812322 0 -0.0110085614138331 0
RCAN3 0 0 0.17962240873526 0 0 0 0 0 -0.0171459780103285 0
CAMK4 -0.249999914856426 0 -0.408446477868099 0 0 0 0 0 0 0
RPS12 -0.33304569543002 0 -5.00576329307618e-05 0 0 0.00960218642161279 0 0 -0.0129039914942464 -0.0921398801705691
C12orf57 0.425352371347528 0.0645107364988105 0.104882141590788 0 0 0 0 0 0 0.291213944173143
CCR7 0.0196577928815615 0 0.16351110134131 0 0 0 0 0 0 -0.000980672748475214
DNAJB1 0 0.00049872683545651 0 0 0 0.00849255409061231 0 0 0 -0.105286372345961
GIMAP7 0.150729655366998 0 0.115857178733806 0 0.231190190496053 0 0.0560431054087605 0 0 0.0731726874208777
INPP4B -0.172082418412764 0 0.0132110092484946 0 -0.0705434830556482 0 0 0 -0.0134552190409501 0
RPSA 0 0 0 0 0 0 0 0 0 0
ARHGAP15 0 0 0.200151091932314 0 0 0 0 0 0 0
LINC00861 -0.380166915353162 0 -0.0215718814710626 0 -0.0853765911447002 0 0 0 0 -0.382790995884756
AQP3 -0.0282448056183701 0 0 0 0 0 0 0 -0.0104545263297535 0.00302406417941966
NPM1 0.187799283050069 0 0 0 0 0 0 0 0 0.00128651900080921
EEF1B2 0 0 0 0 0 0 0 0 0 0
S100A8 0.066556899687241 0 0.0331079911791093 0 0.0789054586384764 0 0.0434137862448498 0 0 0.0721256024059236
S100A9 0 0 0 0 0.0253824928577813 0 0 0 0 0
LYZ 0.0893411994164902 0 0 0 0.103599588403169 0 0.0318213567677176 0 0 0
S100A12 0 0 -0.0624539504732816 0 -0.0222952691619872 0 0 0 0 0
FCN1 0 0 0 0 0 0 0 0 0 0
AIF1 0.0513002066847914 0.0223690502603134 0 0 0.0378629196539358 0.00876659634589126 0.0383757416026893 0 0.0225350148043761 0.100600107890032
CST3 0.1284992037787 0 0.0379919145847814 0 0.0126066601272996 0 0 0 0 0.180183301534872
MAFB 0 0 0 0 0 0 0 0 0.220776149580624 0
LST1 0.0899666837058619 0.0822192714455579 0 0 0.122233328081903 0.0870308691208893 0.0227787392592949 0 0.0624562758036681 0.0422007912677108
S100A11 -0.0447156901993132 0 0 0 0 0 0 0 0 -0.0207219698237821
TYROBP -0.0497023057100118 0 0.0724373326667214 0 0 0 0 0 0 0
SERPINA1 0 0 0 0 0 0 0 0 0 0
FCER1G 0 0 0.000321532599396587 0 0.0412838719577384 0 0 0 0 0
SPI1 0 0 0 0 0 0 0 0 0 0
VCAN 0 0 0 0 0 0 0 0 0 0
CD14 -0.081190265360508 0 0 0 -0.0021047966153017 -0.119000648090368 0 0 0 -0.00483487852562743
IFITM3 -0.181927378172946 0 0 0 -0.145149502539089 0 -0.00069641446417272 0 0 0.0652636224741305
CTSS 0 0 0 0 0 0 0 0 0 0
DUSP6 0 0.0120301381913838 0.0196246201951223 0 0.0568153753324169 0 0.0455164999722018 0 0 -0.038164204781095
FTL -0.110279799226023 0 0 0 -0.0513697217794762 0 0 0 -0.0103804056867614 -0.249585840185432
CSTA 0 0 0 0 0 0 0 0 0 0
SAT1 0 0 0 0 0 0 0 0 0 0
IFI27 -0.0215284712472187 0 0.221326763164494 0 -0.0343178437625915 -0.036696008652337 0 0 0 -0.160066935319533
CLEC7A 0 0 0 0 0 0 0 0 0 -0.233285887308678
CFD 0.0995237521353112 0.0772990792859289 0.188052920182755 0 0.192181757520887 0 0.0128124871961576 0 0.0382741519520838 0.0587559658376139
S100A6 0.0619342042710988 0 0 0 0 0 0 0 0 0
NEAT1 0 0 0 0 0.0606818774919467 0.0542757113982421 0 0 0 0
PSAP 0.0784963489987317 0 0 0 0 0 0 0 0 0
PLAUR -0.0010252460587816 0 0 0 -0.00638670188906633 0 0 0 0 -0.0300201105511222
LGALS3 -0.170224978414915 -0.0511748957838104 -0.122486795771378 0 0 0 0 0 0 -0.188294370735315
CCL4 0 0 0 0 0 0 0 0 0 0
SPON2 0 0 0 0 0 0 0 0 0 0
PRF1 0 0 0 0 0 0 0 0 0 0
CD7 0 0 0 0 0 0 0 0 0 0.249449951582139
KLRB1 0.0462898434180778 0 -0.0738008521731106 0 0 0 0 0 0 0.134045554308062
CCL3 -0.0809381559373372 0 0.0603764458521944 0 0.0421290400672684 0 0.0462773838788331 0 0 -0.0227649086247096
CD247 -0.18680661615522 0 0.311943519492347 -0.000435172379337466 0 0 0 0 0 0
KLRF1 -0.324129848523472 -0.0346003297328586 0.262226431933458 0 0 0 0 0 -0.00705390691151018 -0.0348732043907394
CLIC3 0 0 -0.00119355948300636 0 0 -0.0260158331694607 0 0 0 0.00225170286524433
FCGR3A -0.00154683677984097 0 -0.115978742707821 0 -0.0970066237231404 0 -0.0553673717083772 0 0 0
XCL2 -0.0902986966783528 0 -0.106821916036296 0 -0.0106313892007606 -0.0317422121196561 -0.0100924660920085 0 -0.0647264133785666 0.0844366697720128
TRBC1 0.0851451260664557 0 0 0 0 0 0 0 0 0.0052560633923378
NCR3 0 0 -0.450635840971025 0 0.00839414571905265 0 0 0 0 0.306973852789967
MATK 0 0 -0.318534042019766 0 0 0 0 0 0 0.159946688832874
IL2RB -0.454632730543355 -0.0487261300892778 -0.27171579153522 0 -0.117471869467636 0 -0.0131132770929813 0 0 0
APMAP 0 0 0.145541371756013 0 0 0 0 0 0 0
RTKN2 -0.300881611742746 0 -0.146822950684908 0 0 0.015259253682393 0 0 0 0.162050814018479
FOXP3 0 0 0.166564628139115 0 -0.00129323971868091 0 0 0 0 0.201821789563077
IL2RA -0.169640435663153 0 0 0 -0.0282769997663785 0 0 0 0 0.0300679555918002
CTLA4 0.101677700269212 0 0.167911109532978 0 0 0 0 0 0 -0.106036962479013
TIGIT 0.213486583758241 0.054367600102763 0.0352345016613321 0 -0.00285421925686725 0 0.00477111619919851 0 0 -0.0504175182365289
STAM -0.0266243600837138 0 0 0 0.0700557946135273 0 0 0 -0.0236217787278511 -0.00583437148884837
HPGD -0.119013871935688 0 -0.430513480503844 0 0 0 0 0 0 -0.0579892977792809
DUSP4 0.446092744723744 0 0.306893331976212 0 -0.0231676622057825 0 0 0 0.0353116614721577 0
CD27 0 0.0462583626173042 -0.156865983964451 0 0 0 0 0 0 0
PBXIP1 0.0463768716578277 0 0.149683665469304 0 0 0 0 0 0 0.0672151104248246
TTC39C 0.110832632130525 0 0.0951596576952662 0 7.45332971854428e-05 0 0 0 0 0
ARID5B -0.0458784570048 0.0306502897362706 0.145721746032086 0 -0.0208281581410807 0 0 0 0 0
AES 0.283678263888221 0 0.202950476513637 0 0.137946457637883 0.00248468010555168 0 0 0 0.331486851271009
FCMR 0 0 -0.000409748170499898 0 0 0 0 0 0 -0.0502341296198448
LAT -0.310810862019431 0 -0.123222130570223 0 -0.110325355121342 0 0 0 0 -0.416733004513356
LCK 0 0 0 0 0 0 0 0 0 0
GBP5 0.0297692143261429 0.0633888894822962 0.00720648750320354 0 0 0 0.0348974757891852 0 0 0
CYTOR 0 0 0.140743059841894 0 -0.0172835527829337 0 0 0 0 -0.358634867238435
ISG20 -0.0443952537193555 0.10573642878123 -0.438412837079926 0 0.0217017946268387 0 0.00377856721682427 0 0.0620056347617238 0
CORO1B 0.0219651859000787 0 0.389544207756653 0 0 0 0 0 0 0.0489414124065135
TRBC2 0.106671927500943 0 0 0 0 0 0 0 0 0
HSPA8 -0.136425515229865 -0.123114842799846 -0.257972884870182 -0.0529493034699858 -0.0216643195842431 0 -0.0370203635779037 0 0 0
SELL 0.101942025458087 0 -0.0109555276693985 0 0 0 -1.61981328318911e-05 0 0 0.0172346313247831
MIR4435-2HG -0.0497291277839106 0 0 0 0 0 0 0 0.109460313743452 0
PLD4 -0.406856661571379 0 -0.088831672556465 0 0 0.202282746041006 0 0 0 -0.302431986693492
FCER1A 0.0857490843551457 -0.133050618087081 0 0 -0.00355619474008287 -0.0825871906093394 -0.408439156506689 0 -0.0927454363022388 0
NAPSA 0 0 0 0 0 0.0209483820116688 0 0 0 0
SERPINF1 0.187893370203464 -0.168836907795848 -0.441873320461163 0 0 0 0 0 -0.311399793159513 0
CD1C -0.0154524021838494 -0.000188043916832131 0 0 0.178042990383254 -0.0547060839506934 0 0 0 -0.179229012749462
CLEC10A 0 -0.105429574830921 0 0 0 0 -0.190779335233167 0 0 0.189482610768065
HLA-DQA1 0.0375939177859135 0.021220434063059 0.0542753559503834 0 0.0927801262459704 0.00220574607571061 0 0 0.31814682734865 0
HLA-DRA 0.0424058743868321 0 0.0374914233812929 0.00474986698119983 0 0 0 0 0.0595105732287379 0.00889176473137048
HLA-DRB5 -0.0273326278966416 0 -0.136989933789267 0 0.000508462569975032 0.000414885288430137 0 0 0.124782585507202 0.0136760126527811
CD74 0 0 0 0 0 0 0 0 0 0
HLA-DMA 0 0 0 0.00493987235575777 0 0 0 0 0.0301021907356134 -0.0161168542684341
HLA-DRB1 0 0.0116618061508391 0 0 -0.0182611720249851 0 0 0 0.07683989335591 0
HLA-DPA1 0 0 0.00193966123755704 0 0 0 0 0 0.071042866177494 0
HLA-DPB1 0 0.0112377440248447 0 0 0.101389495576348 0 0.0233996967570841 0 0.00722566885583646 0
GRN 0 0 0 0 0.0189873584726408 0 0 0 0 0
HLA-DQB1 -0.000745615808905286 0 0 0 0 0 0.0440313860071666 0 0 -0.00516303805516045
CCDC50 -0.0784318569624122 -0.122277709086864 0.128589958454079 0 0.059463942727222 0 0 0 0 0.0322667088530378
GPR183 0 0 -0.0504240439814265 0 -0.0688852807012407 0 0 0 0 -0.00123897735311504
TCF4 0 0 0.0846748977923558 0 0 0 0 0.284137289040398 0 0.0772691459628279
CPVL 0 -0.00602306861947583 0 0 0.215345721157524 0 0 0 0 0
ITM2C -0.101414641868516 0 -0.0332564370769264 0 -0.0225969617362912 -0.0323459505012023 0 0 0 0
GSTP1 0.193031582935455 0 0.00218575444595525 0 0.105651260281711 0 0 0 0 0
SOX4 -0.07155069288224 0.0044570058212294 -0.225673209342495 0 0.17300694091267 0.075954417540603 0.100331525107618 0 0.0309498705948921 0
TUBA1B 0 -0.0461358628646588 -0.121837798027818 0 -0.0122464687737957 0 -0.0975836827652213 0 0 0
TXN 0 -0.00311459498876018 0.056844789347101 0 -0.0626964179072823 -0.0282729433204989 0 0 -0.0215974725851539 -0.198392001363514
UGCG 0.0190522831054113 0.0636555766876897 -0.0269348435643388 0 -0.183509606051501 -0.00312958039446205 0 0 -0.159976884841839 0.133953752846411
AREG 0.33782055232021 0.00572242505769725 0.108080174067129 0 0.000594346879586238 0 0 0 0 -0.0441727579482941
JCHAIN -0.114362564955623 0 -0.114295649232086 0.241542698868281 -0.164208878393737 0 0 0.531561601998128 0 -0.0224808623153649
IGHA1 0.0773520583702966 0 0 0 0.0639247312782553 0 0.0295750190516612 0 0 0
IGHG1 -0.0287880708954361 -0.2286647843459 -0.354202846793314 0 0 0 0 0 0 -0.19151329265635
MZB1 0.0186051005219262 0 -0.0837680299044763 0.105168151138172 -0.158961505261037 0 0 0 0 0
IGHG2 0 0.176270474337425 -0.286386648388538 0 -0.234264407507774 0.196946495988997 0 0.486326767784711 0 0
IGHA2 -0.00286123805046322 0.151455202174714 0.404954058046237 0 0.0766701220666775 0 -0.0681488870715758 0 0 0.218369697675554
IGLL5 -0.163431233880672 -0.0736974246795166 -0.157195504720171 0 -0.232035911116798 0 -0.127251807638451 0 0.082491748376206 -0.354334753808511
IGHG3 -0.237219888082252 0 0 0 0 0 0 0 0.124764205278796 -0.0113007361259278
DERL3 -0.511612086049089 0 -0.157115746007277 0 0 0 0 0 0 -0.208635902068428
IGLV3-1 0 0.0241725322994417 0 0 -0.0365822024178383 0.00120849153382203 0 0 0 0
TXNDC5 0.0529202982757881 -0.0398441424322052 -0.463493850943857 0 -0.280212392831815 -0.0493735572926004 0.234256029491661 0 0 0.0581500965740462
IGHV6-1 -0.0212416202805974 0.0154077526144522 -0.0407976118909913 0 -0.00611365005962891 0 0 0 0 0
CD38 -0.46060545602583 -0.0525765475441789 -0.20518452506476 0 -0.14183337279543 0 -0.0425085250193181 0 0 0
TNFRSF17 0 0.189163330427552 0 4.83826281446061 0 1.60191768778687 1.77500034571997 0.234880243702783 2.79195226639875 0
PDIA4 0.134331772425757 0 0.129911161889726 0 0 0 0 0 0 0.0140582231299121
LMAN1 0.68280080586228 0.000507630404922686 0 0 -0.0713090276815644 -0.0992344977923481 0 0 0 0.966783179042
IGLC2 -0.0180968483356604 0 -0.00634515232335841 0 -0.0132286863230914 0.0458843798593824 0 0 0 -0.221852105480383
FKBP11 -0.0932888691774361 0 0 0 -0.0250846389371388 -0.0225701827063767 0 0 0 -0.567516326223705
SDF2L1 0 0.0720362151178871 0.0437228297334931 0 0 0 0.0405084488678225 0 0 0.144358953463797
SEC11C 0 0 0.247004330331744 0 0 0 0 0 0 0
IGHV4-34 0.022578812063028 -0.024855208141543 0.0162714123011508 0 0 0.0336904103317343 0 0 0 0.0194777718393169
SSR3 0.119417709183602 0 0.215127031971082 0 0 -0.137812982863577 -0.0828932496377209 0 0 -0.0125168286295199
MYDGF -0.294104120698457 0 0.874440668365149 0 0.0510994436396369 0 0 0 0 -0.631240347946257
IGKC 0.306328026101008 0.0959940389239162 0 0.146082974458105 0 0 0 0.119163681206695 0 0
HSP90B1 0 0 0 0 0 0 0 0 -0.0355410172422758 0
PPIB 0 -0.0864290188151598 0 0 0 0 0 0 0 -0.267045305903873
SSR4 0 0 0 0 0 0 0 0 0 0
IGKV4-1 0.0549174099368197 0.0368003615068565 0.0496485106916552 0 -0.00613085853276538 0.00877887320896246 0 0 0.0138678030292185 0.0402471122051338
IGHM 0 0 0 0.0799259757863824 0 0 0 0 0 0
CD79A 0 0 0 0.0276472462510358 0 0 0 0 0 0
MS4A1 0.115907402355939 0 0.026537637540046 0.149065703349127 0 0.00443557258660607 0 0 0 0
LINC00926 0 0 0 0 0 0 0 0 0 0
SNX9 -0.0902224867855932 -0.00758835886381706 0.0887059905300095 0 -0.0948536990987034 0 0 0 0 -0.215177489369791
CD37 0.00602402861631938 0 0 0 -0.0192023679575349 0 0 0 0 0.145056523606586
CD83 -0.0879988746296335 0.104447062597887 0.278736250040165 0.019049889666386 0.1435571995213 0 0.145778617354542 0 0.332846374727505 -0.107779303991481
FCER2 -0.0891978836696751 0 0 0 0 0 0 0 0 0
FAM129C 0 0 0 0.0477157595459811 0 0 0 0 0 0
RALGPS2 0 0 0 0.0323291280554624 0 0 0 0.0278940237742503 0 0
BACH2 0.0447487891668649 0 0.0271537061780845 0 -0.114839970054724 0 -0.000872901575037035 0 0 0
BANK1 0 0 0 0.0681672073969739 0 0 0 0.00727375274962757 0 0
BTG1 0 0 0 0 0 0 0 0 0 0
EZR 0 0.0282699934194589 0 0 0.000354017338827389 0 0 0 0 -0.00359962094231044
IGHD 0 0 0 0.0754388324699403 0 0.0694570378414377 0 0 0.0305441906386966 0
PLPP5 -0.171756786963421 0 -0.0456830272207796 0 0 0 -0.0186531010182952 0 0 -0.00421462853349014
AFF3 0.200631317691736 0 0 0.209084219237633 0 0 0 0 0.770062219211857 0
LAPTM5 -0.544119759103171 -0.272667107832224 -0.519266565951617 0 -0.443067005592578 -0.221822953575519 -0.181786401367187 0 -0.373895481202825 -0.808414932973824
ADAM28 -0.153941102812479 0 0 0 0 0 0 0 0 0
MEF2C 0 0 0 0.0491629256706033 0.106735964556967 0 0 0 0.0423147196833695 0
PELI1 0 0 -0.042268628236717 0 -0.0217228872174012 -0.0626029695172142 0 0 0 0
CD69 0.223492378931439 0 0.784874157463621 0 0.17261534992793 0 0.0317627424398291 0 0 0.0488976296718533
FOXP1 0.20882405301735 0 0.169049467293589 0 0 0 0 0 0 0.209945960930754
LINC01781 0 0.192091595780242 -0.206793818856927 0.135611542248864 0 0 0 0 0.270811261273992 -0.0699626271476354
BLK 0 0 -0.0802453600938511 0 0 0 0 0 0 0
TNFRSF13C 0 0.0685136182808583 0 0.0370836965250918 0 0 0 0 0 0
LINC01857 0.211712288597827 0 0.237654532455586 0 0.197624163741379 0 0 0.443682400314872 0 0
COBLL1 0 0 -0.699587078241458 0 -0.33173075673648 0 0 0.27127549559979 0 0
SWAP70 0 0 0 0.0745475947601804 0.0375043045428088 0 0 0 0.0786289537709609 0
CD79B 0 0 0.00291448975289145 0 0 0 0 0 0 0
HERPUD1 0 0 -0.0442390690509014 0 0 -0.0224883571912061 0 0 0 -0.357106543271924
SYNGR2 0 0 0 0 0 0 0 0 0 0
PMAIP1 0.039184841090334 0 0.0286772945452787 0 0 0 -0.0658904414283233 0 0 -0.0341172805359744
CD4 0.0118859875582981 0 0.0209629979570939 0 0.0699688580239317 0 0.00314937464933807 0 0 -0.103330256019054
NCAM1 -0.452993126469991 -0.0808674100932224 -0.119408908847591 0 -0.00237715314584848 0 0 0 0 0
CD19 0 0 0 0 0 0 0 0 0 0
ITGAX -0.407214440864742 0 -0.0480236216306622 0 0 0 0 0 0 -0.192909737945945
NECTIN2 0.676029968675649 0 0.199012605968888 0 0 0.0759910196183937 0 0 0 0.402667035217931
ITGAL 0.087768490171847 0 -0.147621135495498 0 0 0 0 0 0 0
IL3RA -0.617650771039293 0 0.0616377945148518 0 0 2.90705052897678 -0.987713095751096 0 1.58451645593931 -0.726005746506474
FUT4 -0.166035687480966 0 -0.203343364659366 0 -0.0169824809180172 0 0 0 0 0
PVR -0.585781616990469 0 0 0 0.480135448972844 0 0.0595922626767973 0 0.833501269327984 0
KIR3DL1 0.115701173349299 0.0203018973061394 0.012236791625299 0 0.0305486921032594 0 0 0 0 0.114443179011728
CD163 -0.612579486023247 -0.0438335915987475 -0.387802323905013 0 -0.114788595896333 -0.322572146559478 0 0 0 -0.456534018775984
SIGLEC1 0 4.19485535210821 2.00671142325116 4.73465581858929 4.36979001861539 4.62299264981046 5.61330387129432 0 4.85595561174565 0
CCR3 0 0 1.71377310312442 0 -0.483136871771467 0 0.0464382032785811 0 1.88351745040792 0.634397449339276
CCR4 -0.154187398941666 -0.0691305013357819 -0.511542532941919 0 0 0 -0.0139324486889157 0 0 0.468033502199142
CCR6 -0.00100055279705231 0 0 0 0 0 0 0 0 -0.488383741576833
CD2 0 0 0.190019867657645 0 -0.0300095963574252 0 0 0 0 -0.0284984146207072
CR2 -0.89018976368759 -0.0185915756470001 -1.03367266486364 0 -0.0959531314224085 -0.0496126329329796 -0.228542891581718 0 0.017910427997493 -0.246109612535007
CD22 -0.028742809767854 0 0 0 0 0 0 0 0 -0.35854720760865
CD226 -0.0610523854592176 0 -0.104922385441759 0 0 0 0 0 0 -0.00467984098487888
CD244 0.318668062972798 0 0 0 0.0392870596753086 0 0 0 0 0
ICOS 0.133938778460952 0 0.222560012345737 0 -0.0267398022211177 0 0 0 0 -0.0410662521181682
PDCD1 0.388449989748306 0.182287544340729 0.35145860261924 0 -0.0573904758665103 0 0 0 0.145801161588789 -0.0365864952700811
ITGB1 -0.0596408622644025 0 0.0368178801577665 0 0 0 0 0 -0.0224880597216172 -0.274960269619611
LAIR1 0.132713968071476 0 -0.00807175850448567 0 0 0 -0.0566620719272588 0 0.0264542131176268 0.20240473698439
PECAM1 0.0779435646556205 0.0115016789497343 -0.0739402339678489 0 0 0 -0.0121864830272811 0 0 0
KLRK1 -0.0906134891814259 0 -0.138196220661037 0 -0.00385066342204265 0 -0.0108823292960868 0 0 -0.0051489811836327
FCGR2A -0.0243032416441769 0 -0.036513420356554 0 0 0 0.0619553959399409 0 0 0
SIGLEC7 0.994416097234269 0 0 0 0.00432532127664409 -0.0249118957593343 0 0 0 -0.262134665053606
CD33 -1.25588448861724 -0.214853473499606 -0.416328264444633 0 0 0 0 0 0 -1.3670268649323
NCR1 0 -0.198253968216352 0 0 0 -0.0179723462883322 0 0 -0.0566670350237433 0.0993499855439968
CR1 0.425365797710468 0.223445713832327 0.676288726957919 0.3249694399337 1.34119441707841 0 0.493310598227802 0 0 0.73889105908318
CD36 -0.232407948868692 -0.166989090263755 -0.620313731867704 0 0 -0.121807100485018 0 0 0 0
HAVCR2 0 -0.00578067473453589 0 0 0.0225588985027009 0 0.110723695735242 0 0 0
ENTPD1 0 0.310482888534932 0.896344727444992 0.0089890406850964 0.531332886069172 0.161442095512582 1.01929223319299 0 0.156667156003544 0
ITGA2B 0 0 0.115134449789569 0 0.216796579336319 0.244938512366411 0.225912034505876 0 0.200331737636941 0.0994901174795023
PTPRC 0 -0.221783689213001 -0.219942391095543 -0.0555153660993204 -0.14327967696413 -0.10002291827323 -0.162937846650556 0 -0.258184458068046 -0.325581724180759
CD47 -0.0959146599647647 0 0.0086619940200325 0 -0.222620981946059 -0.0498828336330691 -0.16228357740961 0 0 -0.20033382762898
ITGA2 -2.54050937881524 -4.18246173386363 8.42784315520587 0 -4.90940344752678 0 0 0 0 -15.6124129471961
ITGA4 -0.0475375774552534 0 -0.0832147198078247 0 -0.0616430704075993 0 -0.00653165339472218 0 0 0
ITGA6 0.374031421180853 -0.00160257602017825 0.474288204246847 0 0.00201699162397635 0 0 0 0 0.217191272315874
CD5 0 0 0.274807916115342 0 -0.0234705730951283 0 0 0 0 -0.135206269679276
CD52 0 0 0.0748702970817044 0 0 0 0 0 0 0
ICAM1 0 0.038664249124952 0 0 0.171448172286052 0 0.268532204568937 0 0.0538930419052761 0
B3GAT1 -0.0439384546145184 -0.0924932897975486 0.0669168046411682 0 0 -0.0169503974952185 -0.017270499295055 0 -0.0280576305804681 0
SELP -0.503830629392178 0 -0.43964214607281 0 -0.101320058981782 0 -0.249434871232327 0 0 -0.0796133507520045
FCGR1A 1.36220868771988 0.955224252596607 1.68530257298498 0.211080673180396 2.02591811515787 0.483235698574279 2.28072256889012 0 0.570452758807407 1.81086122946845
TFRC -0.197858282360835 -0.105747049606344 -0.054255180161952 0 0.0738781284880027 0.0589988541384051 -0.00517835264689412 0 0 -0.20195742200998
NT5E -0.121149390885518 0 -0.899190489038101 0 0 0 0 0 0 0.00250102995106422
FAS 0 0 0.00945855894544781 0 0 -0.0230227515633271 -0.0346324655987449 0 0 -0.0114249217969297
CD96 -0.306042382973121 0 -1.03629404031647 0 -0.25634126319499 -0.0569216393081122 0 0 0 0.00711930175146054
CLEC12A -0.479402878713773 0 -0.00259141459098264 0 0 0 0 0 0 -0.842676000821647
TRDV2 0.487918787108014 0.0422085759734104 -0.101534829041887 0 0.02222240665422 0.0748681476709209 0.197216842404443 0 0.223102564826323 0.233782417665215
TRAC 0.0379192643633883 0 0 0 0 0.00149560117240237 0 0 0 0
CXCR3 -0.166135471477112 0 -0.25269179429763 0 -0.0069634577210349 0 0 0 0 -0.0386600129006119
CXCR5 -0.395657924615701 0.0678984935586083 -0.0517464620067219 0 -0.00826031331507233 0 0 0 0 -0.646963825830669
CD24 -0.539231343667372 0 0 0.39835477913801 0 0 0 0.493694990760362 0 0
THBD 0 0.125658198390422 2.12726926317744 0 2.20199745446521 0.668971352553378 1.67080546839917 0 1.34639260140878 0
FCGR2B -0.217521254550943 0 -0.087257711584855 0 0 0 0 0 0.121930498355072 -0.0937693756480366
VEGFA 0 0.898788863426801 1.88050437172088 0 2.49287756133843 2.61434634301929 0.177162591300403 0 0.41213432280485 0
