0034-anti-human-CD3 0048-anti-human-CD45 0072-anti-human-CD4 0100-anti-human-CD20 0052-anti-human-CD33 0064-anti-human-CD123 0081-anti-human-CD14 0136-anti-human-IgM 0159-anti-human-HLADR 0066-anti-human-CD7
IGHV1-69D 0 0.000920821601132703 0.00232591670973967 0 0 0 0 0 0.00186055192014498 0
TRBV14 0.00131484733038755 0.000633832183614034 0.00500938702405205 0 0 0 0.000552420856919156 0 0 0
TRBV12-4 0 5.97320789059599e-05 0.00176439588407136 0 0 0 0 0 0 0.000302515480492466
TRBV11-2 -2.20619493296504e-05 0.000456684689951158 0.00026015165688419 0 0 0 0 0 0 0.000952860599481997
TRBV7-3 -0.000428729079799327 0.000104567763628909 -0.000247762515783487 0 0 0 0 0 0 0.000333834933535427
IGHV4-34 -0.000482539612755276 -0.00151592615062102 -0.000423697488006323 0 0 0 0 -0.000625311043006019 0 -0.000903151515818389
IGHV3-21 0 0 0 0 0 0 0 0.00211918037398335 0 0
HLA-DPA1 0 0 0 0 0 0 0 0 0.000960032153409167 0
TRBV12-5 0 0.000198654183323551 0 0 0 0 -0.00110952866899785 0 0 0
IGHV3-30 -0.00118341915221384 0 0.000147611610338871 0 0 0 0 0 0 -0.00318708091140295
HLA-DPB1 0.00193790706956708 0.00302364968499175 0 0 0.00135227570879024 0 0.0012557574440814 0 0.000864262058576703 0.00135599523742417
IGKV3-11 -0.000237971432505057 0 -0.0023419062207046 0 0 0 0.00131315109482538 0 0 0
IGHV3-53 -0.00163136476955577 0 -0.000813647042585088 0 0 0 0 0.00194011674077458 0 -0.000268145182810307
FTL -0.0147558385235268 -0.00173325295297654 -0.00470896445310176 0 0 0 -0.000967507951199268 0 0 -0.0112783680450957
IGKV1-5 -0.00094624493830601 0.000131882853517553 -0.00308056734348239 0 -0.000804994826388526 0 0 4.95704982837638e-05 0 -0.000783221537963992
S100A12 0 0.000532204481169495 0 0 0 0 0 0 0 -0.00151207301561893
TRBV6-6 0.0034360161641191 -0.000140536962881175 0.00752301441277421 0 0 0 -5.42197035508963e-05 0 0 0
TRBV5-5 -0.000502328919335342 -0.0010667772581632 -1.01357373750346e-05 0 0 0 0 0 0 0.0032143809787997
FCER1A -0.00062782601202939 -0.0189784833981832 -0.00327491606368383 0 -0.000777532882036113 0 -0.0476279248297886 0 0 -0.0025348793701796
IGHV5-51 0.00333846834309155 8.4831065335114e-05 0.000151570888502383 0.000336558022991861 0 0 0 0 0.000112045532440433 0.00298100609729719
TRBV5-1 0.00178147645667837 0.000502562405829187 0.0030425660080964 0 0.00011758614683324 0 0.000238352187237175 0 0 0.000109946455816119
CLEC10A -0.00367123858933188 -0.0378967351719675 -0.00668962434149981 0 -0.000945963305121895 0 -0.0454065376449138 -0.00398697483294207 0 -0.0112360638973162
CD79A -0.00891084045425355 -0.00156837466864177 -0.0109489300567676 0.00523391926047498 -0.00091105724938506 0 0 0.000156462653681867 0.00232635727020847 -0.00694795505168021
MS4A1 -0.00439700439966877 0.00108558684540282 -0.00336219356303392 0.0122930112786714 0 0 0 0.00478722904731816 0.00786140677700541 -0.0109553088879959
TCL1A -0.00217248410800007 -0.000302790910347993 0 0 0 0 0 -0.00120501558030217 0.00263938196967071 -0.00312895246447423
IGHM -0.00513933025996306 0 -0.00649190270106762 0.00562863799899161 -0.00201713074978958 0 -0.00116665634453854 0.00920482651087931 0.00190183012816024 -0.00709098797515183
CD79B -0.00462841167373237 -0.000399021023336008 -0.000774037832739111 0 -0.00363106023358212 0 -0.0033999567111468 3.28331462293911e-05 0 -0.00422873685330686
LINC00926 -0.00664454311096633 -0.000414081387552083 -0.0057560992942894 0.00216689675559498 -0.00164015558405451 0 0 0 0.00411303777489529 -0.00688719787071072
FAM129C 0 0.000259628215773801 -0.000608882504072433 0.00702445779686812 0 0 0 0.00792062870804313 0.00234069233566106 0
FCER2 -0.00289860561431503 0.000539433875908035 0 0.000522199994225974 0 0 0 -0.000376272027739555 0.00609344046173062 -0.00186497556395733
BANK1 -0.00418429842594069 0.000967043553630861 -0.00392945712981283 0.0137011115036871 -0.002656600574603 0 0 0.0119773634075772 0.00732578949307739 -0.00561152376527595
LTB 0.00121479052938477 0 0 0 0 0 0 0 0 0.00344074268564106
IL7R 0 0 0 0 0 0 0 0 0 0
TCF7 0.00603955020520107 0.000744159226352353 0.00223697839001606 0 0 0 0 0 0 0.00240973816386898
LDHB 0 0 0 0 0 0 0 0 0 0
AQP3 -0.000711943765075029 0 0.00189701683390702 0 0 0 0 0 0 0
LEF1 0 0 0 0 0 0 0 0 0 0.00251066585092992
MAL 0 0 0.00380910691254827 0 0 0 0 0 -0.000110138426789803 0.00501515821343965
CCR7 0 0 0 0 0 0 0 0 0 0
NOSIP 0.00813957070888065 0 0 0 0 0 0 0 0 0.00719324671772708
SARAF 0.00170971336386176 0 0 -5.28135892648993e-05 -0.00117452332146858 0 -0.000404858194374941 0 -0.00314757413353304 0
TRAT1 -0.00239688139234882 0 0.00677543739544065 0 0 0 0 0 0 -0.00728192449750383
TSHZ2 0.00874814801970908 6.58401135468444e-05 0.00256449263995679 0 0 0 0 0 0 0.0139824902375433
RCAN3 0 -0.000378450071386252 0.00660062170234014 0 0 0 0 0 0 0
INPP4B -0.00381226970907836 0 0.00987640568742798 0 0 0 0 0 0 0
GPR183 0 0 0.00728158533163594 0 0 0 0 0 0 0
FCN1 0 0 0 0 0.00352164410925613 0 0 0 0 0
SAT1 0.00670043216723556 0 0.00367112796600641 0 0 0.000893704604567296 0 0 0 0
TYROBP -0.00234279768271361 0 0.00227763017365931 0 0.000161996561184951 0 0.000431585115285212 0 0 0.00294467652025563
AIF1 0.00245879534292297 0.00273913450839871 0 0 0 0.000396062855548853 0 0 0 0.00071702763894587
SERPINA1 0 0 0 0 0 0 0 0 0 0
LST1 0 0 -4.33258428265875e-06 0 0 0.000640318938640463 0 0 0 0
VCAN 0 0 -0.00264940929597325 0 0 0 0 0 0 0
SPI1 0 0 0 0 0 0 0 0 0 -0.00057094909960214
CTSS 0 0 0 0 0 0 0 0 0 0
GNLY -3.43804265828694e-05 0 0.0029621442843958 0 0 0 0 0 0 0.00458968900089806
GZMB 0 0 -3.51674561402147e-06 0 0 0 0 0 0 0
PRF1 0 0 0 0 0 0 0 0 0 0
HOPX -0.0120603600673527 -0.000217794935821611 -0.000438792165846538 0 0 0 0 0 0 0.000487024352127233
NKG7 0.00215429509858623 0 0.000180435206200645 0 0 0 0 0 0 0.00441454878072401
SPON2 0.000234181251366668 0 0 0 0 0 2.73948637225726e-05 0 0 0
CLIC3 -0.00256616161836027 0 -0.00697978499686115 0 0 0 0 0 0 0
FCGR3A 0 -0.000355374709062612 -0.0010413045600967 0 -0.00236487006342038 0 -0.00311329688735903 0 0 -0.00124085258064619
CST7 0 0 0 0 0 0 0 0 0 0
KLRF1 -0.00228467385948696 -0.00137040739951354 0 0 0 0 0 0 0 -0.00141438217739172
GZMA -0.000808423127840224 0 0 0 0 0 0 0 0 -0.00442435146383708
TRDC -0.00667140908702035 0 0 0 0 0 0 0 0 0
KLRD1 0 0 0 0 0 0 0 0 0 -0.00354210027953389
CTSW -0.000574219999115893 0 -0.0106339514743576 0 0 0 0 0 0 0
CCL5 0.0028213927089099 0.00122493845949412 3.54150929292134e-05 0 0 0 6.81254035099546e-05 0 0 0.00141725090667775
CD8B 0 0.000419562850288498 -0.0104779618698932 0 0 0 0.000154424676615817 0 0 0
CD8A -0.00271602039019056 0 0 0 0 0 0 0 0 -0.000524099660864747
LINC02446 0 0 -0.00673080706964465 0 0 0 0 0 0 0.00332533534324165
GZMM 0 0 -0.00259583275815829 0 0 0 0 0 0 0
GZMH 0 0 0 0 0 0 0 0 0 -0.00435364692134527
FGFBP2 0 0 -0.00147476297810013 0 0 0 0 0 0 -0.0021579509091878
DUSP2 0.00283763953664949 0.000857800856575552 -0.0065557904367269 0 0.000227766734934946 0 0 0 0.000383874462023291 0.00790745800804389
CD4 0 0.000150292043145583 0.0202904135049197 0 0.000195819397876023 0 0.00185399492667128 0 0 -0.00821037202168564
NCAM1 -0.0218545459572696 -0.00472729898844709 -0.00352576775942895 0 -0.000329919298569635 0 0 0 -0.000470993860428622 -0.0079543195476506
CD3E 0.00453488292311681 0 0.00426995797278983 0 0 0 0 0 0 -0.00208926121338102
CD19 -0.00435700127347211 0.000153509988021724 -0.00171322031072222 0.00572694118210137 0 0 0 0 0.00315239332695804 -0.000475053934534932
CD14 0 0 -7.13234941308814e-06 0 0 0 0 0 0 0
ITGAX -0.0028896504204286 0.00593311602233934 0.00209364836081711 0 0.00942062965154271 0.00374260475574132 0.00524533331924422 0 0.00722112137898883 0
NECTIN2 0.0398176388318628 0.0108204181799094 0.0120545171637079 0 0.0196094883295232 0.00860889411197877 0.0187491760444683 0 0.0031676797870136 0.0259578042647265
ITGAL 0.000763273558150478 0.00457258217108965 -0.0162046665208003 0 0.000846067564420678 0 0 0 0 0.00728645744860671
IL3RA -0.0288802438346962 -0.00178903461900426 0.00645896998323067 0 -0.0072917859345198 0.0294371547419668 -0.0509679106502991 0 0.0107821183153994 -0.0258484445899292
FUT4 0 0 -0.00747640749695813 0 0 0 0.00259724528198302 0 0 0.000456809067085526
PVR -0.182423554684347 -0.0717934271028496 -0.106737322091051 0 0 0 0 0 0 -0.141567104292523
KIR3DL1 0.00483186022468924 0.000196346835705132 -0.00276445144377479 0 0 0 0 0 0 0.00233893423613784
CD163 -0.00846958397388903 4.37080792226595e-06 0 0 0.00489788123021827 0 0.0174212971369542 0 0 -0.00210243533341234
SIGLEC1 -0.396496206213708 0.103233180611819 0 0.169943322349673 0.0335529216165401 0.0181499033315312 0.343437727970885 0 0.125285778102693 -0.456925052681466
ITGB2 -0.0004359131011722 -0.0037475468779851 -0.00270303723432376 0 0 0 0 0 0 -0.0106366227523732
CCR3 -0.00182571953830406 -0.0147741362153367 0.0156660755333649 0 0 0 0.00801808585463082 0 0.0163785081819078 -0.0307369066466199
CCR4 -0.00385249556984818 -0.00145024426489388 -0.00463327099987353 0 0 0 0 0 0 -0.0033551918232019
CCR6 -0.000981660563347918 -0.000498343230231257 -0.00069285328418574 0 0 0 0 0 0 -0.00636975821123986
CD1C -0.0113603506195588 0 -0.00809186590165894 0 0 0 0 0.0154544891705771 0 -0.00983918846678353
CD2 0 0 0.00509163726235326 0 0 0 0 0 0 -0.0074301894289579
CR2 -0.0127295912225134 0 -0.0228034182758052 0 0 0 0.00140432076821936 0 0 0
CD22 0.00325425932506872 0.000128093050593315 0 0 0 0 0 0 0.00525150549074491 0.00102705836673871
CD226 -0.0043200777024564 -0.00135425898435089 0 0 0 0 0 0 0 0
CD244 0.010318025173539 0 0 0 0 0 0.00116358904648571 0 0 0.0085448913127737
IL2RA -0.0109845130577168 0 0.00197528244326388 0 0 0 -0.000126142266583065 0 0 -0.00489552115263342
TNFRSF13C -0.00252478401917438 0 -0.00637561788976858 0.00304660842228797 0 0 0.000759130985446568 0 0.00308313119207869 -0.00118017773942572
CD27 0 0.00279189048170752 -0.00403486590183147 0 0 0 0 0 0 0.00137546483136195
ICOS 0.00286146521884319 0.000827068059198301 0.000921029565802795 0 0 0 0 0 0 0.00296211913098459
PDCD1 0.0162005151400241 0.00876709788481728 0.00456426723410308 0 0 0 0 0 0.00980951915002472 -0.0052906719543095
ITGB1 -0.00358123068753561 0 0.00492716690865196 0 0 0 0 0 0 -0.00753397236184498
LAIR1 0 -0.000445803013741985 0 0 -0.00045957167708383 0 0 0 0 0.0121346609397331
PECAM1 0.00391912764297238 0.000108795579982269 -0.0132114406048403 0 0 0.00018934910394238 0 0 0 0.00458249982294943
KLRK1 -0.00870085077473261 -0.000831397982907248 -0.0191133022360515 0 -0.000130552943286082 0 0 0 0 0
FCGR2A -0.0129552917861529 0 -0.00218438806571771 0 0 0 0 0 0 -0.0114840213606691
SIGLEC7 -0.000591624965342835 2.99704605520073e-05 0 0 0 0 0.00254462934189662 0 0 -0.0102450149350113
CD33 -0.00453659259306315 0.00183229866071632 0 0 0.0469941807166025 0.00563751024070111 0.0385681620778455 0 0.0183225387684156 -0.00248936652173866
NCR1 -0.00517680846144504 -0.00651199156586646 -0.00101924836470037 0 0 0 0 0 0 0
NCR3 -0.00340092595697392 -0.000655168078555926 -0.0186002322894204 0 0 0 0 0 0 0
CR1 -0.00757731073825579 0.00681192684646627 0 0.00776146635296296 0 0 0.0045056395983459 0.00699174208934964 0 0.000452924476125446
CD36 0 0 0 0 0.00329121145395307 0 0.00357796415529031 0 0 0
HAVCR2 0.00329216039098038 0 0.00190768965892778 0 0 0 0.00330683929736252 0 0 0.00301583519303188
CD38 -0.0141206590222077 0 -0.00334410542077508 0 0 0 0 0 0 0
ENTPD1 0.00678705355856196 0.0190887077144058 0.0222713980309659 0.0066722357022748 0.0157759485700015 0 0.0298452727328782 0 0.00404858049769899 0.00905853509881738
ITGA2B -0.0612591512412468 -0.0637917966454464 -0.056105007965555 0 -0.0161344639188778 0 -0.0304720779672181 0 0 -0.0591237256360337
PTPRC -0.0102122340849648 -0.00576938997850681 -0.00644015211902729 -0.00056801240907436 -0.00317013723968752 -0.000572414366043295 -0.00168533016081176 0 -0.00375614693722963 -0.00874596485734445
CD47 1.80660470659872e-05 0 -0.000826123978531923 0 -0.00229048322006183 0 -0.00477852885211373 0 0 0
ITGA2 0.0328603719738351 0 0 0 0 0 0 0 0 0.0179563324582438
ITGA4 0.000529276908558956 0.000349201058538482 -4.65903904996833e-05 0 0 0 0 0 0 0
ITGA6 0.0115208073606895 0 0.00715275150854188 0 0 0 0 0 0 0.010510614989831
CD5 -0.00808117230148231 0 0.000880234833673445 0 -0.000709184217570612 0 -0.00106671910993166 0 -0.00103299017806114 -0.00168695930464089
CD52 0.00486823911952667 0.000610591369811414 0.00131952323726818 0 0 0 0 0 0 0.00244597556407172
ICAM1 0.0061725103060459 0.00846305053461535 0.00184634369491808 0.00632158868054161 0.0114883903320493 0.00326204076845833 0.0117799309062385 0 0.00649090918702939 0.00217972850080588
B3GAT1 -0.00149446180801441 -0.00405466299258696 -0.0010400430590929 0 0 0 0 0 0 -0.00462491078790352
SELL 0 0 -0.0037383061585957 0 0 0 -0.000562433416390793 0 0 0.00376093245885292
SELP -0.530262713610676 0 -0.0584866888302621 0 0 0 0 0 0 0
FCGR1A 0.0470495830492334 0.0458114135957419 0.0476240856188254 0 0.0727323272508466 0.0104522823942083 0.0509459352901271 0 0 0.0748423310374432
CD69 -0.00100353198593928 -0.000511900215412693 0.00241705366778441 0 0 0 0 0 0 0.000508180495739303
CD7 0.000405963766248862 0.000696424874310769 0.00720920357327742 0 0 0 0 0 0 0.0168318055578489
TFRC 0.000693311918479529 0.00246794177742552 0.00910885739519523 0 0.00680363940665956 0 0.00140442490419967 0 0.00223770964496719 0
NT5E -0.00471095578862129 0 -0.0236297731094175 0 0 0 0.000643200740840097 0 0 -0.00469036056002959
FAS 0.00428816026433776 0.00139404047217003 0.00253011030507723 0 0 0 0 0 0.000558843566942362 -0.00434598524790823
CD96 0 0.00891367287918008 -0.0230011565962343 0 0 0 0.00211701953136404 0 0 0.0030144770845943
CLEC12A -0.00723398150993597 0.0111889637388191 0 0 0.0347361961076219 0.0108029211970268 0.0140314837693458 0 0.0140058754261672 -0.00370874952254134
IGHD 0.0126407082401937 0.00560711381742362 0.00967839002579714 0.00227126974750655 0.00938407153153494 0.00101022165835718 0.00686622826962883 0 0.00638620965899218 0.0144058093659124
KLRG1 0.00231557159640582 0 0.00687248245898207 0 0 0 0 0 0 0
TRDV2 0.0233662202152727 0.00142998290633802 0 0 0.000313514504318597 0 0.00653072760621573 0 0.00391016355374433 0.00737426290828803
TRAC 0.00681810592936869 0 0.000811359112664725 0 0 0 0 0 0 0
TIGIT 0.00906854281227576 0.00563490160082735 0 0 0.00033446886411524 0 0.00170866696946972 0 0 3.67870388770543e-05
CXCR3 -0.000950348883172507 0.00225180801281922 0.00289136819792044 0 0 0 0.000696458142758744 0 2.6879453228029e-05 0.000623286747586146
CXCR5 -0.0054112111635168 0.00339993194886966 -0.00347208110370115 0 0 0 0 0 0 0
CD24 0.020833311938115 0.00940472868781346 0.012554256356493 0.0105560324534392 0.0147437725091658 0 0.0112507738023882 0.00771750111522776 0.00451183124220123 0.0202064726655231
THBD -0.0332235136635618 0 0.0199312735363618 0 0 0 0 0 0 -0.0249919787514694
FCGR2B -0.010113578709299 0.00201069620063293 -0.00225455044215798 0 0 0 -0.00364121366695392 0.00193501436914912 0.00272950761791294 -0.000933062585567095
TRBC1 0 0 -0.00108283059155197 0 0 0 4.59554924508439e-05 0 0 0.00637001468273668
TRBC2 -0.00225558746026336 0 0 0 0 -0.00131892389124787 0 0 0 -0.00229988415748806
CD3D 0.00458527981795016 0 -5.13110495508222e-05 0 0 0 0 0 0 0
CD3G 0.00318912159333995 0 0.00146006358991636 0 0 0 0 0 0 -0.00115185507029886
FCER1G 0 0 0 0 0 0 0 0 0 0
VEGFA -0.0226667442265 0.0190953129363333 -0.00787278382030281 0.0107597983574815 0.0693247464367495 0 0 0 0.039714026163158 -0.0344147483322983
VEGFB 0.010991095231125 0 0.0135057582700664 0 0 0 0 0 0 0
