0032-anti-human-CD154 0072-anti-human-CD4 0047-anti-human-CD56 0034-anti-human-CD3 0050-anti-human-CD19 0081-anti-human-CD14 0046-anti-human-CD8 0083-anti-human-CD16 0390-anti-human-CD127
PRF1 0 0 0 0 0 0 0 0 0
CTSW 0 -0.0824466018268762 0 -0.108074079813572 0 0 0 -0.0329659334159078 0
CST7 0 0 0 0 0 0 0 0.0198251278618608 0
GZMB 0 0.0351020624783382 0 0.0203510746157913 0 0 0 0.133537022424508 0
FGFBP2 0 0.0584191730597343 0 0.144137361499597 0 0 -0.0138533975433587 -0.0600439074120787 0
HBA1 0 0.0136924381896392 0.0382544916005544 0.00367813313201269 0 0.0174461353872514 0 0 0.0102213444033019
ID2 0 0 0.19826429148702 0.087950918050797 0 0 0 0.123604519646163 0.045106545930674
HLA-C -0.0186672325220708 -0.478971264653541 -0.178108709634707 -0.226809069504712 -0.0338244887965331 0 0 -0.16587756116127 -0.054677241373915
B2M 0 0 0 -0.00402030021270352 0 0 -0.0632675783730183 0 0
STMN1 0 -0.163358996989565 0.101999071192192 -0.100869225824669 0 0.00308901581674005 0.0483452849163739 -0.0245553567653434 -0.0231937016250789
TUBA1B -0.0082056227128736 0 0.109346516739916 -0.16169649119869 -0.0301061965930348 -0.10147423191956 -0.0635478645564474 0.158635107862284 -0.0172784794083752
LYPD2 0 0 0 0.0338496343256112 0 0 0 0.116261531563952 0
LST1 0.00973224202331319 0.00773636353732151 0 0.133049515018417 0 0.134651460762569 0.100296724685667 0.249826955774924 0.0102466262581051
SERPINA1 0 0 0 0 0 0 0 1.80201770547521e-07 0
IFITM3 0 0 0.0637561575980166 -0.0115576171721459 0 0 0 0.208089233658973 0
PSAP 0 0 0 0 -0.0560111880593992 0 0 0.215360945285474 0
FCER1G 0 0 0.0157815275612524 0.0317026011108517 0 0.0146791756341613 0 0.0123575311714534 0
AIF1 0 0.0964477116343625 0 0.0414917650297417 0 0.053910807557525 0.0231390143032593 0.0144058912736974 0
S100A11 -0.00204742354033066 0.110958575960815 0 -0.0430731797823396 -0.0423748324132467 0 0 0.00739709190095791 0
MS4A7 0 0 -0.0250169925095561 0 -0.0729615823485761 -0.225593398013396 0 0.187536409150052 0
COTL1 0.0141175460520454 0 0.0265778389390436 0 0.0271818235690122 0.039825165104528 0 0.0208185381173111 0.01133046466099
TIMP1 0 0.151562148915016 -0.0588672522319445 0 0 0 0 0.134347637528739 0.0444121362154022
OAZ1 0 0.169705060744267 0 0.355446509081102 0 0 0 0.31064960705606 0
FCGR3A 0 -0.10724279403732 0 -0.075046870439461 -0.0547999050192338 -0.0308342902268477 0 0 -0.000784093404980694
FTL 0 0 0 0 0 0 0 0 0
TMSB4X 0 0 0 0 0 0 0 0 0
CD4 0 0.667070551258508 -0.00575428916337673 0.156443572874644 -0.0735643942028272 0 -0.487865026873464 -0.00898822341344951 0
NCAM1 0 -0.0943563170740353 0.364948332428325 -0.206177839348842 -0.0827665288399025 -0.0103941924581801 -0.0875308669756688 0.00966215643668746 -0.066705464517737
CD3E 0 0 0.0150605560175662 0 0 0 0 0.093782071902653 0
CD19 0 0 0 0 0 0 0 0 0
CD14 -0.000569935609701763 -0.0927871186789244 0 -2.95439725831829e-05 -0.169497729647551 0 0 -0.725506013127912 -0.0347063178612348
ITGAX 0 0 0.195614219442275 -0.131399045378393 0.28548177212927 0 -0.0603815060136704 0.448484194933362 0
CD8A 0 -0.342017742132365 -0.0248566115882852 -0.0425339635720451 -0.0372650010512477 -0.0123912946219646 0.64775803884268 -0.0512842896272416 0
IL7R 0 -0.0193621827720241 0.00577290948662856 -0.0302832832036278 0 0 0.0821549481154751 0.0104553894311202 0.0671580748216901
NECTIN2 0.255100891631111 0.998475367623443 0.615072878240137 1.28069446295287 0.187805931545006 0.0616348387942004 0 -0.352093975322395 0.0995083616798074
ITGAL 0 0 0.0494512406688382 -0.0158120573800712 -0.0164837357525018 0 0 0.269606206254348 0
IL3RA 0 0.46280915280804 0 -0.675785640013579 -0.745088653105436 -1.26459436167831 0.260051073251941 -1.36337337427839 0
FUT4 -0.0960338609990454 -0.448308401392018 0 -0.528100134423851 -0.29628484670496 -0.0136699368423681 0 -0.53972107348472 -0.225265422219323
PVR 0 0.10451515754588 0 0.270361741123351 0 0.158175503481184 0 0.857898150248417 0
KIR3DL1 0 -0.0417030551776277 0.0439944388040324 -0.0290242746083811 0 0.00442735917472736 0 0.0479004441780644 0
CD163 -0.398069569798826 -0.583846671521484 -0.248095338129578 -0.140409973369308 -1.14439007625534 -1.15911964938569 0 -0.640821767780826 -0.403405124879464
SIGLEC1 2.29432508344582 0 1.1031765756284 -2.07066486879075 1.44056900035675 2.60311274040803 0.707345438610238 0.804559019125317 1.71516046957844
CCR3 0 -0.130062996875283 -0.0566944192840693 -0.192057660636559 -0.332741012540457 0 0 -0.181394932370508 0
CCR4 0 -0.780172897139914 0 -0.033239613751576 -0.0350623854530544 0 0.123088355718052 -0.087265959215829 -0.228279333264308
CCR6 0 -0.127674261320459 -0.128555848223936 -0.10824283326312 0.04224634164596 -0.00103462344865291 0 -0.166843538890047 0.158299521185412
CD1C 0.00571596857512782 0 0 0 0.200839700341265 -0.0245384037783738 0 -0.574344394732094 0
CD2 0 0.433549883179774 0.0598913804579785 0 -0.0562423215564692 0 0 0 0
CR2 0 -1.02755277191016 -0.0770211018280838 -0.904965809765409 0 -0.0405997227572321 0 -0.864447354100716 0
CD22 0 0 0 -0.298377211469789 -0.239248547276756 0 0 0 0
CD226 -0.00543061444006587 -0.0906880319812954 0.0156138635460846 -0.185043464485567 -0.0237596463202578 -0.0169684054960759 -0.0887514708543239 -0.01754909616491 0
CD244 0 0.0950743514013377 0.0259546114283041 -0.035446510165612 0 0 0 0.629061393629717 0
IL2RA 0 0.70836264835095 0.186319465048287 0.0185624287661036 0 0 -0.0441363316074121 0 0
TNFRSF13C 0 -0.434789148280138 -0.102303448634975 -0.170063391301021 0 0 0 -0.674953775186426 0
CD27 0 -0.0059218089693265 0 0.0590839294772668 0 0 0.0535118917219635 0 0
ICOS 0 0.0225556199118614 -0.10620945929667 0.0772634203119607 -0.105661183382675 0.0426297186591558 -0.229848172186163 -0.070946975235565 -0.0230913365824834
PDCD1 0 0.281278084545701 -0.181003681904904 -0.0138335074062669 -0.00298830579719638 0 0 -0.0265816740040439 -0.107933042868529
ITGB1 0 0 0.0843259005971572 -0.0529026630518047 0.0235856587109806 0 -0.0153240636639824 0 0
LAIR1 0 0.000516254730382925 -0.067830476683445 0.0943350011748061 0.0521911837917213 0 0 0 0.0292578598065262
PECAM1 0 -0.0242854368518704 -0.0968877938292401 0.095434244606167 -0.0796426642998808 -0.10094605491015 0 0 0
KLRK1 0 -0.0806757328320178 0 0 0.0235344878924166 0 0 0 -0.0341355833228095
FCGR2A 0 -0.0585350795427442 -0.146919585367514 -0.00496642674647133 -0.281584161704786 0 0 0 -0.0793922797888816
SIGLEC7 0 0.0282401691562638 -0.263697761419252 -0.152933841518018 0 0.00101870761801483 -0.00106841100925119 -0.121238423704752 -0.0717522154653494
CD33 0 0 0 0 0 0 0 0.336478161279739 0
NCR1 0 -0.0180820272045419 0.0598176403671826 -0.192824736605054 0 -0.0107870214991424 -0.0687119201767008 -0.066659135870972 -0.00384751833866567
NCR3 0 -0.477156855896073 0.151888847579181 -0.0404962212794173 0 0 0.0414713505650994 0 0
CR1 0.0859243923214516 0.969443762733304 -0.0362844002406322 0.115800518177915 2.32593374132326 0.73326520598741 0 -0.315129005286628 0.487498979114985
CD36 0 -0.567090531542381 0 -0.260644722370912 0 0 0 -0.123166920467969 0
HAVCR2 0 0 0.251875140794198 -0.164282858900712 0 0 0 0.66604833198575 -0.0899789375881794
CD38 0 0 0 -0.0527226372502632 0.00796949300497195 0 0 0.156340290844159 -0.0155892669390931
ENTPD1 0.31017918771206 0.635368929623015 0 0 0.861818922101832 0.686223115026745 0 0 0.00783657264730347
ITGA2B 0.210149679560996 0.126697517830453 0.253111806481859 0.185493736950077 0.381354909953116 0 0.174092978057331 0.430981495454436 0.223725775830156
PTPRC -0.0758964349755341 -0.307787881282609 -0.130102372073512 0 -0.125898685113464 -0.125586219444871 -1.3019837775493e-05 -0.378387410068069 -0.180828584662965
CD47 0 0.419335312672837 0.0887001726935749 0 -0.126719988570084 -0.123252961431498 -0.137268561636535 0.345986462798726 0
ITGA2 0 1.08570147857765 -2.86192690480653 1.4403759763531 0 0 0 -1.56852134855455 0
ITGA4 -0.038952422803119 -0.125808642599733 -0.284863425826193 -0.0647982350829509 -0.0281900983453161 -0.0219427751797263 0 -0.0305008522807085 0
ITGA6 0 0.383332409130828 0 0.164335268428869 -0.123990291446653 0 0 -0.170273926726428 0.0191537908522499
CD5 0 0.704099506460951 -0.105511806016571 -0.0343325564421799 0 0 0 0.340407663191059 0.0300653752141911
ICAM1 0 0 0.0521329611326898 0.031413633062106 0.0360074077835712 0.100127221231823 0.0852371544885926 -0.099621422148582 0.0383942056457594
B3GAT1 -0.0360650486599467 -0.0737938772381452 0.100254419646215 -0.115972023656317 0 -0.0249460532236098 0 -0.11286471243872 -0.00276596843789037
SELL -0.00138980256286186 -0.06005813256004 0.166378343539924 0.149307455858962 0 0 0 -0.00292078557249227 -0.0598734629485593
SELP -0.345608825791872 -0.341490588504501 -0.102222526789649 -0.245948490902219 -0.0206784004586406 -0.27619649013779 0 -0.550841870093918 -0.430052594975238
FCGR1A 0.329982127843931 1.70503263512469 0.279950938459462 0.876441430365937 1.25669966819628 1.86048730304604 0 0.74426069111892 0.649159055377024
CD69 0 0.421142550331749 0.0429883837023348 0.449863877220444 0.0633094758486085 0 0 -0.162472843426892 0.138494828415865
CD7 0 0 0 0 0 0 0 0 0
TFRC 0.00798131749915479 0 0.0963190233398829 0.0267476747862943 0 0.046625126356043 0.0668713730319297 0 0
NT5E 0 -0.433877790125561 -0.060470711218782 -0.0898915509414513 0 -0.10678756235119 0.0455209920657884 0 0
KLRD1 0 -0.0517748138127287 0.0116545832365485 -0.18294898910919 0 0 0 0.0107519149639777 0
FAS 0 0.303446593818138 0 0.232550802505695 -0.129497468647399 -0.131289857111606 0 0.0262077161672359 -0.0358722199460139
CD96 0 -0.491825030932013 0.0816589665723266 0 0 -0.059833887660489 0 0.289043186368995 0
CLEC12A 0 -0.374609063876238 0 -0.9810406333101 -0.198947404711165 0 0 0 0
KLRG1 0 -0.141768336740321 0 -0.130821347841681 -0.0645993911992114 -0.0147446995662462 0.0818621834587263 -0.180579627732278 0
TRDV2 0 -0.0208368933950851 0.109850568523324 0.661179201159217 0.0985129302316435 0.00898584299091968 0 -0.0712860917202256 0
TIGIT 0 -0.0604371523702704 0.0434743987670892 0 -0.0251600065376026 0 0 0.0375114947049409 -0.0448065662579347
CCR7 0 0.166773939888252 -0.0393225612797987 0.170017529392132 0.011686867352963 0 0 -0.0688738187934033 0
CXCR3 0 -0.448548548447881 0 -0.241127351896323 -0.0156001221132843 -0.0166779313036741 0.161036912648809 -0.167160019979725 0
CXCR5 0 -0.16008426132647 -0.0483267591525807 -0.310387615933248 0.554518131980674 0 -0.0123158723855104 -0.0234507739766138 -0.0797685061664367
CD24 0 -0.094327814512942 0 -0.0831912138755622 0 0 0 0.0898709482991468 0
THBD 2.70539141258359 9.891389969174 0.697044017980924 8.85809908683858 2.28850407658347 20.1158171721997 1.87579635704139 14.9598975104879 0.832342698637332
FCGR2B 0 -0.0182324448768291 0 -0.145691238890051 0.0683900277051214 -0.0190045764710668 0 0.0464237619057194 0
TRBC1 0 -0.0195028832441869 0.00454407406026091 -0.279187548244926 -0.0691643759520791 0 -0.0171927216286703 0.0157590922930574 0
CD3G 0 0.137374652309293 -0.122543804934261 0.392941128023037 0 0 0 -0.219401683161921 0
FCER1A 0 0 0 0.209046428331503 -0.294603656357034 -0.844067600035798 0 -0.28470065874763 0
VEGFA 2.11622170462588 3.17043214393442 2.593667724467 1.6273056991495 2.03769041710444 3.85817452713017 0 1.59342305926762 2.45750257452291
VEGFB 0 -0.136366420738739 -0.0741326887138217 0 0 0 0.000480221722719933 0 0
